epoch,dense_10_acc,dense_10_loss,dense_2_acc,dense_2_loss,dense_4_acc,dense_4_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_2_acc,val_dense_2_loss,val_dense_4_acc,val_dense_4_loss,val_loss
0,0.20042469781360686,2.129642878510289,0.18915387128632818,2.198532415425532,0.16971577916200625,2.2237579130106058,6.559722151720457,0.25178713266862773,1.8671551119059775,0.37688641780373405,1.9123587250425476,0.27204130262112786,2.106662015861893,5.893811919369141
1,0.38206468476302013,1.6160022749382077,0.31525645214469167,1.8242719600263744,0.25792224763636107,1.9936796930326195,5.4414234455797805,0.5015885623984151,1.3025842310418394,0.457903097720256,1.4737971081820815,0.3749007148767294,1.7083387977078948,4.492034802652712
2,0.5001633453217257,1.268664314909645,0.39905259720019676,1.5494606928356487,0.3503756942273121,1.7467887524645611,4.572130355130843,0.5492454328832407,1.1851428014309848,0.5432883240903911,1.3484366159291377,0.4606830818346325,1.5501340916461657,4.090849131038021
3,0.5695851029464911,1.0791799509809594,0.44576935641947074,1.4199193511979715,0.4028095393759563,1.569491391009032,4.075693825264064,0.5949166005239116,1.0660520315738402,0.5452740270529028,1.2791618368661621,0.5254169976644993,1.3553991736259794,3.707686327865334
4,0.6161385168245671,0.9792487669988069,0.47615158448847084,1.3365228874003408,0.4529565501470108,1.4426160350183925,3.765441290423279,0.5949166004765687,1.0463255978085106,0.551231135822081,1.2368816015169297,0.5357426529464692,1.301360128321659,3.5916079501484575
5,0.6329630839789626,0.9298806310050514,0.4926494609604704,1.2835718955685211,0.4790918000848104,1.3742433542209838,3.5947250565918627,0.6254964257820529,0.9998531792019927,0.5750595711355081,1.1896521999686365,0.5444797458300238,1.2973528450400797,3.493874410299009
6,0.6654688010648823,0.8419168178687022,0.5143743874940246,1.236934243717524,0.5063704671773285,1.2877721380307292,3.373649456500228,0.6195393169181891,0.974560266359161,0.5651310564413063,1.1411980278819587,0.5702938840822912,1.2115490067753174,3.3343353112412406
7,0.68343678536426,0.7998000441793911,0.5364260045736687,1.1777562111742705,0.5300555373866042,1.2488789373423999,3.2334660998515465,0.6270849881331252,0.9818129615593373,0.5710881652578274,1.1293524754151547,0.5575853852737129,1.225549420210177,3.3437407499651193
8,0.7046716759618455,0.7567684665220075,0.5414897092258724,1.148891956324828,0.5552107154622027,1.1704575536843804,3.083154648668974,0.6354249404525832,0.9790010984759183,0.585782367005246,1.111626386926513,0.5710881652578274,1.2049561789388028,3.3026268710400775
9,0.7169225743026447,0.721933128124201,0.5550473701794215,1.111544992362156,0.5637046716953952,1.1382810994714976,2.9788133760793114,0.6330420969259748,0.9725905568520165,0.5710881652578274,1.1018704954738936,0.5448768864177919,1.2108617893185665,3.292386661738607
10,0.7358706305323766,0.6692717221000545,0.5735053904147679,1.0778200304301804,0.5811826200393321,1.0923416707804685,2.8465116637783554,0.631453534598574,0.9695657597258509,0.5508339952816558,1.1111956563992005,0.5671167593801466,1.175907339578209,3.2637641090926337
11,0.742567788323948,0.6699421263839326,0.578079059131003,1.063964657127682,0.6006207122245049,1.0688035406734537,2.809819736888852,0.619142176330421,0.9696195642090298,0.5873709293563182,1.072368323802948,0.5655281969817315,1.1829536711061825,3.232066174553348
12,0.7629859522836966,0.618205830148138,0.5849395622443,1.0174052390893353,0.6133616465402172,1.0298844544726313,2.6726348971043175,0.6302621128115984,0.9690280060939982,0.6052422557822099,1.0563613035027426,0.5675138999205719,1.1941705494290595,3.2267127588119084
13,0.7809539366414913,0.5665866232743959,0.6118915387517835,0.9862432865993683,0.6349232277228372,0.9841739642623981,2.5441748370769095,0.64257347105608,0.9967323685238009,0.6004765687526645,1.028696750031046,0.6084193804606831,1.1126657670291291,3.145281878040365
14,0.7863443318982016,0.5530963664018262,0.6247958183794854,0.9523675655060755,0.6391702057761486,0.9680188847538382,2.4806828001518335,0.6505162828114414,0.9634412830078574,0.6195393169655319,1.0353294742827002,0.6080222399202578,1.108352384697927,3.114336546306292
15,0.7974518131134908,0.526160521236209,0.6359032996142467,0.9344566901382065,0.6558314276477629,0.924123709243094,2.391968830938006,0.6413820492572686,0.948563595249882,0.6171564734389234,1.0035319169472852,0.6032565528433695,1.081210554782316,3.0405476041215103
