epoch,dense_10_acc,dense_10_loss,dense_12_acc,dense_12_loss,dense_14_acc,dense_14_loss,dense_16_acc,dense_16_loss,dense_18_acc,dense_18_loss,dense_20_acc,dense_20_loss,dense_22_acc,dense_22_loss,dense_24_acc,dense_24_loss,dense_26_acc,dense_26_loss,dense_28_acc,dense_28_loss,dense_2_acc,dense_2_loss,dense_30_acc,dense_30_loss,dense_32_acc,dense_32_loss,dense_43_acc,dense_43_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,dense_8_acc,dense_8_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_12_acc,val_dense_12_loss,val_dense_14_acc,val_dense_14_loss,val_dense_16_acc,val_dense_16_loss,val_dense_18_acc,val_dense_18_loss,val_dense_20_acc,val_dense_20_loss,val_dense_22_acc,val_dense_22_loss,val_dense_24_acc,val_dense_24_loss,val_dense_26_acc,val_dense_26_loss,val_dense_28_acc,val_dense_28_loss,val_dense_2_acc,val_dense_2_loss,val_dense_30_acc,val_dense_30_loss,val_dense_32_acc,val_dense_32_loss,val_dense_43_acc,val_dense_43_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_dense_8_acc,val_dense_8_loss,val_loss
0,0.1754328650962446,2.256022172439959,0.1741261026003282,2.230355127462956,0.18163998694211117,2.254415741468403,0.18539692912760689,2.227501079055539,0.18033322444619482,2.2416458722618975,0.182783404126038,2.237433509513546,0.1755962103936299,2.2554912181587556,0.13622999021875357,2.304833259429857,0.17641293696818186,2.2383711746961064,0.18703038224750235,2.216504607625897,0.19666775565488553,2.167951586121089,0.18392682131970095,2.2065111779185225,0.1734727213426339,2.2458079169677467,0.22688663839242382,2.0868275012895197,0.18180333226383685,2.2421284342310623,0.18213002288781596,2.204578219890127,0.17085919634593308,2.2467516062112463,37.95702824285707,0.2255758538522637,2.096127633730318,0.24424146147736298,2.07803744451691,0.22756155679110404,2.112889650608454,0.221604447974583,2.0640131459527775,0.24463860206513105,2.095601853157813,0.24741858617950754,2.081190167389946,0.2740270055718039,2.0444186707164107,0.24622716441620335,2.123537621108003,0.23947577442414614,2.0813479298537834,0.2704527402700556,1.9912441246465997,0.32922954725972997,1.7907652189279,0.22676727563923935,2.0627653299578603,0.1981731533199383,2.074204897861617,0.40031771248205017,1.580421424271854,0.2597299444003177,2.093582531684348,0.2390786338363781,2.056441751143779,0.22915011914217634,2.08548049627551,34.60413155468614
1,0.22084286181473411,2.1167269651113245,0.20761189153871284,2.117351389756899,0.2165958837005719,2.1088372594739284,0.20989872590900052,2.0976868198417207,0.22378307744515016,2.101760377061402,0.23260372427798143,2.075856582123795,0.23244037896599187,2.085379835126915,0.19111401503750483,2.1206694076513783,0.23031688991012778,2.0578438750438073,0.24338451488389568,2.063850545602778,0.3036589349909999,1.7656969726183025,0.2319503430275892,2.0614923316643385,0.23097027117269017,2.052580597898377,0.3626265926362642,1.6212648122538853,0.23374714145947423,2.058142074297083,0.22247631493219555,2.0890226085292714,0.21969944463567537,2.0989159422347607,34.78341376707469,0.23034154090548054,2.016476340479468,0.2621127879269261,1.965350151630126,0.24622716441620335,2.0007183078359856,0.28236695792676914,1.9638018166857925,0.27243844320889593,1.9768153340973675,0.31493248611191516,1.9386336994701383,0.34233518665607626,1.9254974551954565,0.2994440031771247,2.0419316725469563,0.346703733121525,1.9365281714059892,0.2915011914217633,1.9405098067473758,0.4364575059689445,1.538842128419611,0.2637013502779984,1.9584162141521173,0.3101667990586983,1.9336857212451453,0.4821286735977797,1.3952387852551351,0.31056393963463064,1.8923197771652622,0.2779984114376489,1.9726697588080542,0.25258141382049243,2.002735423132765,32.488787374579786
2,0.23440052272447065,2.075411627550446,0.22917347272620098,2.058488043606262,0.23407383208588733,2.0606624068329045,0.2262332571079551,2.0622636536607866,0.24583469454670062,2.0316629099791363,0.27295001635400346,1.9636109546678824,0.28471087880751467,1.9651013834731168,0.2365240117632965,2.03387692238684,0.2865076772345316,1.9153701138239365,0.2626592616840579,1.9698978250067984,0.3672002613622353,1.597978766079005,0.273766742899347,1.9371565831560436,0.28128062725573416,1.9356166358400662,0.4557334204897776,1.3864016387245306,0.2894478928479094,1.930355672390778,0.25694217576198974,1.99699554775167,0.23113361647007552,2.043644970205632,33.05139906271654,0.23709293089753772,1.9912605783691284,0.28276409849086576,1.96128882596756,0.25694996028594125,2.010630608741209,0.2998411437648928,1.9538806323686984,0.2656870532168388,1.920934653073857,0.3538522637250217,1.8365596429614248,0.37132644956314537,1.7410997197777625,0.3169181890389198,1.9278189158799441,0.3764892771567874,1.7468914999859593,0.32406671961874506,1.8977850206888698,0.49285146946751757,1.4582945946618808,0.34034948376457874,1.8169201315159453,0.3737092931134252,1.7519762009453261,0.5270055599682287,1.3519360068963575,0.37609213666370506,1.7804201604640133,0.33478951550031866,1.9013511693316665,0.3061953931691819,1.9885460336214025,31.122860171474855
3,0.24616138517311373,2.0400814359696695,0.24273113362133328,2.01752880717056,0.24273113363593748,2.02233177943387,0.23815746489049405,2.0194544338081757,0.275563541331232,1.9436158407984587,0.3185233583796145,1.8408062201004252,0.32636393335998076,1.8210552353284126,0.28748774910646885,1.9312504690794023,0.3407383208199289,1.7694720863244457,0.3185233583796145,1.838686335519107,0.4139170205815093,1.4903987682710789,0.3284874224158449,1.7947687917735522,0.3343678536523366,1.7773768574690672,0.5339758248938256,1.1949021318152775,0.3332244364635417,1.7967974619318636,0.2776870303870961,1.91765691477736,0.2600457366970932,2.0010001076782733,31.300899392208684,0.2482128673550437,1.9589914690416137,0.27760127084988084,1.9148329516267664,0.30460683081810963,1.927556577800663,0.30976965847093024,1.9076544753704117,0.36775218428506845,1.753161569168115,0.4169976171564734,1.6518093177115187,0.443208895949166,1.6227840663328164,0.3439237490071485,1.7597882878316404,0.42613185069881043,1.6151784072327557,0.40031771249388587,1.6604835908501938,0.4857029388403495,1.3962440766849813,0.38641779192200343,1.6526033819621286,0.3697378872594159,1.6140113479093108,0.5710881651631416,1.1390301783800694,0.4217633042096902,1.6908376837079728,0.36656076250992853,1.9043549935527981,0.30301826846703733,1.9368199756734423,29.18836447584714
4,0.2487749101600784,2.0172959959845804,0.24714145704505103,1.9895243431298182,0.2559621038900525,1.992251688458101,0.26641620385494935,1.965421645791653,0.3265272786768384,1.8217207508436102,0.3572361973406092,1.71604790172714,0.3585429598559978,1.7215620604888633,0.3121528912217584,1.8222274901391011,0.34906893174113185,1.6982252490711305,0.3528258739168914,1.7308741691493397,0.43221169552433847,1.4321622882781953,0.3639333551224444,1.7138742275076029,0.38043123163338854,1.6425238201252894,0.5836327997775921,1.0794808331442518,0.3551127082750089,1.7251975107956306,0.3010454100162054,1.8705330694161846,0.2744201241619094,1.9563100395620123,29.976335308046288,0.2724384432207317,1.981847101208518,0.2875297855440826,1.8948238547403156,0.30381254968991633,1.90570887646285,0.314138204936379,1.844745868250337,0.3665607625335999,1.6859506381893081,0.44996028594122317,1.5553438702303801,0.46624305003971406,1.5759347451878882,0.35186656077434564,1.716992319719104,0.3943606036773648,1.581821230406606,0.414614773629865,1.6329934586599955,0.5476568705795113,1.3355227680884247,0.40984908657664815,1.6060388197114868,0.40270055594948,1.5451772071900494,0.6108022240346344,1.0745805271674091,0.43447180306561134,1.6520645992447214,0.3991262907542531,1.823341491915481,0.35027799841143764,1.885836868933783,28.37876719989125
5,0.26086246328624935,1.991096974509637,0.27670695851029076,1.9489086319986646,0.27605357728180485,1.9475760438869842,0.28291408040483806,1.8944541039477762,0.36311662855276056,1.721222083461865,0.3863116628552761,1.6152549325465688,0.3874550800197306,1.635722025123853,0.3358379614505064,1.7613168681069007,0.38908853316883446,1.6177684440210884,0.3760209081804624,1.6524408030299649,0.45262985956197627,1.3968034106428737,0.38190133947050287,1.6338387215616499,0.4135903299575302,1.5479115667938212,0.6185886965238826,0.9851377360067582,0.37569421757595556,1.6847917183050725,0.2985952303168899,1.8467263749751028,0.2930414897189815,1.922432874550581,28.882527496253147,0.26131850675139,1.9903360386515914,0.2903097696584591,1.88402992557968,0.3363780778395552,1.8998945814167534,0.352263701350278,1.7518665078521438,0.3836378077839555,1.6092904213404637,0.42811755361397935,1.5347123308916524,0.4380460683081811,1.5330423038094834,0.34074662431683966,1.6716645565934367,0.45313741066703916,1.5411390713797002,0.40230341543272624,1.5697703116275281,0.5337569500076288,1.3378994617318236,0.4173947577679129,1.5330321428035345,0.397934868943606,1.4706267655321867,0.5853852264174779,1.088132013348571,0.43248610012677097,1.613730179993665,0.37847498016664205,1.7985396708544519,0.35702938841533055,1.8939852832895692,27.79995079282923
6,0.2734400522899721,1.9584586582944035,0.29924861156971616,1.8822546173878956,0.2969617772164667,1.8884236913457957,0.3062724599901347,1.840906492832711,0.376674289457629,1.6602017707351142,0.4184906893172166,1.5562395063812768,0.41538712839428327,1.5420311265270603,0.3521724926591971,1.6984373498142096,0.411956876857107,1.5490962959356225,0.3943155831622361,1.5911796883951017,0.46504410325370943,1.3585569737044008,0.40052270500810266,1.5819508612292221,0.42518784712826024,1.4943094740347005,0.6550147010878152,0.9251250830089216,0.38957856909993505,1.6293146834580658,0.31639986932618447,1.8015529635839702,0.31166285527848764,1.8562913092862776,27.89179115145863,0.31056393963463064,1.8690154683125975,0.37926926131850675,1.7626279059433578,0.37291501192605336,1.7740920659944688,0.39356632247815726,1.694870646744138,0.41262907071469607,1.549655529409292,0.4694201747418586,1.4809603570850243,0.5011914217633042,1.447136994673204,0.4185861795075457,1.5719410266262657,0.4630659253494052,1.4721477044016904,0.4285146942135831,1.54975327099004,0.5548054011119936,1.2834235450594647,0.3963463066043695,1.5412612000185881,0.4598888006354249,1.3872066781197019,0.6143764892772041,1.00532474273977,0.4233518665607625,1.5747831213251762,0.40984908657664815,1.7431963454455588,0.3800635424940429,1.7945808469539033,26.578730020379147
7,0.29255145378301284,1.9094215751044776,0.3240770990067313,1.8210351822696376,0.3242404443187209,1.8162261935006323,0.3270173146225432,1.7956905115355624,0.40672982686370546,1.6116909623262892,0.4333551127106993,1.4908895403370674,0.44756615487082807,1.473682441574341,0.3783077425775244,1.622628272806496,0.43515191115962254,1.4879492124830418,0.41244691279307566,1.525514163249694,0.47141457042130175,1.332573097229627,0.4111401502825551,1.5432421760752246,0.43662201898700076,1.4728374918937994,0.6871937275400196,0.839455496871522,0.4010127409367692,1.5711950973839746,0.3289774583518135,1.7712062726181264,0.3381247958378323,1.8050037694109768,26.966416041471724,0.3220810166799047,1.8794885299052388,0.37013502779984114,1.758603926969957,0.408260524178233,1.7154939525936026,0.3701350277524983,1.7054298672058736,0.3995234313420212,1.5650148146487683,0.48212867355043687,1.4345828317478595,0.4868943606036537,1.443975398519666,0.40190627484495817,1.576013529224941,0.4277204130498827,1.5194503494062719,0.40349483719603046,1.5539834351649446,0.5397140588241498,1.2977252570620788,0.40587768069896746,1.5362234830004151,0.4618745035742653,1.4153396908113935,0.594519459912472,1.0366763364922364,0.43685464659221973,1.5807527496854497,0.3947577442414615,1.7627886994619801,0.3903891977760127,1.7542748063968419,26.61147532110843
8,0.3110094740329635,1.8606547193564609,0.33061091148631316,1.7988420081894134,0.3402482848790922,1.7648053551296594,0.33943155831914446,1.767350671144141,0.4245344658803021,1.5694858107602663,0.45622345639653783,1.4388781585400496,0.4663508657398897,1.4309262423996674,0.3969291081443327,1.5743607258103478,0.4521398235967992,1.440045665308215,0.4292714799279989,1.4879320723992553,0.48987259067612043,1.2994486304211172,0.4204508330805634,1.5265092560762832,0.45638680169879126,1.4083318154198872,0.7087553086836951,0.7815294245495901,0.4083632799836009,1.5553822867117144,0.3451486442339105,1.735360854398733,0.34400522706945597,1.7683896227858107,26.283387820029795,0.40309769658459094,1.7630254540583554,0.38443208895949166,1.6539923502775864,0.43606036536934073,1.630552645142444,0.43725178713264495,1.6116766980283312,0.4356632248289155,1.4872292689239344,0.4928514694201747,1.406153221846195,0.49166004768054195,1.3966283240519033,0.44281175537323364,1.5086449353443052,0.4706115965288343,1.4486494311460718,0.46068308182279677,1.4688706120581168,0.5730738681966677,1.2294965464743097,0.4467831612627501,1.4664919438865849,0.49722001590929493,1.3056945795573536,0.6219221604684689,1.052542874135367,0.4316918189275634,1.5391884799321744,0.43208895949166004,1.701257358771927,0.4130262112787927,1.6973411893920354,25.442101168765067
9,0.33730806927788454,1.8108003683161868,0.3462920614178373,1.750750240450862,0.3570728520188835,1.722151632637652,0.35135576607004093,1.7300714448712613,0.42878144401150253,1.5348811739217765,0.4714145703823572,1.3974638333393834,0.4790918001042827,1.3819761561319275,0.40950669717726385,1.5275675891778393,0.4805619079121886,1.3736725847380724,0.4539366220286842,1.445458827825669,0.49624305782424044,1.2635097308549879,0.4361319829926153,1.4673274658505957,0.4730480235606695,1.3709897961113353,0.7329304149165647,0.7200306471229105,0.4310682783793562,1.5272619320418623,0.3511924207872598,1.7341825079193538,0.359196341103956,1.7323581504494643,25.564775866334323,0.409054805401112,1.7528479054771404,0.41898332010714945,1.6708179577841846,0.4360603653219979,1.6063184937945996,0.4285146942490903,1.6398923722782999,0.4690230342014334,1.4924739157992568,0.5051628276646564,1.3750308385626298,0.4880857823669579,1.4123927470802597,0.4432088959610017,1.505659792610726,0.4853057982644171,1.4033317542246546,0.4674344718030183,1.455230466045019,0.5786338364254207,1.2118734812054774,0.43447180306561134,1.4180825777334103,0.511517077045274,1.284845319790344,0.6461477363223211,0.9998775994415506,0.4301032565528197,1.5669430007150573,0.43129467832795965,1.680427382681652,0.4253375694996029,1.653400876722798,25.20340828444865
