epoch,dense_10_acc,dense_10_loss,dense_12_acc,dense_12_loss,dense_14_acc,dense_14_loss,dense_16_acc,dense_16_loss,dense_18_acc,dense_18_loss,dense_20_acc,dense_20_loss,dense_22_acc,dense_22_loss,dense_24_acc,dense_24_loss,dense_26_acc,dense_26_loss,dense_28_acc,dense_28_loss,dense_2_acc,dense_2_loss,dense_30_acc,dense_30_loss,dense_32_acc,dense_32_loss,dense_34_acc,dense_34_loss,dense_43_acc,dense_43_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,dense_8_acc,dense_8_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_12_acc,val_dense_12_loss,val_dense_14_acc,val_dense_14_loss,val_dense_16_acc,val_dense_16_loss,val_dense_18_acc,val_dense_18_loss,val_dense_20_acc,val_dense_20_loss,val_dense_22_acc,val_dense_22_loss,val_dense_24_acc,val_dense_24_loss,val_dense_26_acc,val_dense_26_loss,val_dense_28_acc,val_dense_28_loss,val_dense_2_acc,val_dense_2_loss,val_dense_30_acc,val_dense_30_loss,val_dense_32_acc,val_dense_32_loss,val_dense_34_acc,val_dense_34_loss,val_dense_43_acc,val_dense_43_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_dense_8_acc,val_dense_8_loss,val_loss
0,0.1744527932243073,2.261164882532797,0.18000653381734766,2.229708676165282,0.17935315257425755,2.260692341192919,0.1826200588043123,2.227898583035187,0.18360013068111766,2.244258204927167,0.1826200588043123,2.244834802073616,0.1677556354181317,2.2784428099564034,0.13165632148304626,2.3131431121134516,0.17363606664975537,2.234735663363218,0.1870303822328981,2.219521880461398,0.20336491344645694,2.1541893639933707,0.18376347599310722,2.2070600674145364,0.170532505721954,2.2482795830997366,0.16971577917661046,2.2161035631186663,0.22590656649127813,2.0786806479344686,0.1790264619600146,2.240886993947196,0.18784710880745006,2.202136329792949,0.1702058151125791,2.251797899628184,40.19645742760963,0.21882446386020651,2.105607301872623,0.24463860206513105,2.067917269690819,0.23312152501985703,2.1204414282458655,0.23510722795869737,2.0537032874639873,0.24106433677521844,2.1064094629810386,0.23669579030976967,2.0943570385100445,0.25694996029777695,2.0986253711512584,0.20333598093725178,2.1638609791104995,0.26608419380460685,2.0656376379269092,0.22676727561556792,2.030288385530613,0.3562351072516301,1.7791200591232021,0.21803018268467037,2.0689788218809557,0.20492454330015977,2.0849978444687993,0.25694996028594125,2.031652858467496,0.40746624307371115,1.633177068093355,0.2505957108816521,2.0618382820162724,0.24424146147736298,2.0523575980858353,0.2402700555996823,2.0914386632993547,36.791592559329665
1,0.22263966024661913,2.1201200003874767,0.21202221496243057,2.120536335073083,0.21708591963654053,2.116623704786279,0.20989872591143455,2.0966846323683153,0.21071545247625034,2.113822660583252,0.21316563215122547,2.091551839429076,0.21724926494853009,2.0995677190059077,0.2005880431328985,2.1196789039345747,0.2265599477319342,2.069096845024281,0.23097027117269017,2.0659974928347746,0.3098660568636408,1.7714003844418504,0.23848415550960508,2.056525357912195,0.21741261026295366,2.0769446122416557,0.2384841555242093,2.036339754218644,0.36899705980385644,1.6090313306784794,0.22950016335018006,2.059132847198666,0.22231296963724426,2.0948467735993397,0.20597843842368546,2.1056930628604884,36.90330220359247,0.22200158856235108,2.010715119511102,0.2482128673550437,2.001394535076817,0.2402700555996823,2.011161155034096,0.2625099285146942,1.9488479505937377,0.2585385226370135,2.0052826605305207,0.25694996028594125,1.9760324464514674,0.29944400322446757,1.949891129592944,0.2760127084988086,1.9997467651927727,0.31374106434861093,1.935293029280671,0.3034154090548054,1.9158278926200958,0.4364575059571088,1.559727636474385,0.2577442414733131,1.9329079078056208,0.2613185067632257,1.9884283580507334,0.3149324861000794,1.9002470691777866,0.4829229547733158,1.375962474736266,0.29388403494837173,1.9064308652052149,0.2613185067632257,1.9769059431941098,0.22637013502779985,2.0053473126803056,34.478404295832696
2,0.2314603070940546,2.0840410550643087,0.22982685397415914,2.0757670143934996,0.23309376021395006,2.0644228213053832,0.2247631493073513,2.0512923844613815,0.23766742896426157,2.052957515006204,0.2459980398757284,2.0324720642372736,0.2690297288565182,1.9765907908841231,0.2459980398611242,2.0195318221734344,0.2852009147532194,1.9307616819396045,0.28324077100934486,1.9309772617168108,0.35854295981705325,1.6132101398868055,0.2834041163042962,1.9133493552913623,0.2528585429598171,1.9966662497895873,0.30627245999987085,1.8639005697151292,0.4642273766840256,1.3601169636809565,0.28667102254165305,1.9411043816242137,0.24877491016981454,2.0043586506169047,0.23162365240604416,2.054084458019328,35.04250242101799,0.23550436854646545,2.0176297379827766,0.2561556791340765,1.975632316825691,0.2597299444003177,1.996748466923466,0.2684670373785581,1.927323864792149,0.2664813344397177,1.9836652170011597,0.32446386023018453,1.9251882490229284,0.3621922159971369,1.8030852636143364,0.31374106433677523,1.8857222794539594,0.39753772835583795,1.7485260011848711,0.3447180302063561,1.823310729622178,0.47259729939666034,1.495927639003781,0.3339952343366182,1.8112747912562206,0.30897537723621554,1.923242802654021,0.3812549642810185,1.6912616210101237,0.4932486100079428,1.3577800845702173,0.3836378077839555,1.7897924334402593,0.29507545671167595,1.9034748001644022,0.2704527402700556,1.9693588763593775,33.10454319051753
3,0.24175106175426408,2.0569789538543937,0.23766742896426157,2.0490606059361345,0.24207775237094106,2.030163251352793,0.25008167267546705,1.9974319262661913,0.2522051617313312,2.0015756409762537,0.2736033975922255,1.95899653251714,0.3198301208950032,1.838396506346896,0.2781770663279328,1.9291644419614336,0.34073832082966504,1.771168724145425,0.33992159425024504,1.7790684296546595,0.3951323097027115,1.5287684026164816,0.3265272786695363,1.7983149404192391,0.30578242405416606,1.8784455374851994,0.34906893173139575,1.7238830140664352,0.5432865076772296,1.181358968771505,0.32407709898725906,1.814751368883738,0.27638026789117975,1.9226467724681406,0.24893825549154022,2.016319388347839,33.35096442376192,0.2307386814932486,1.985230555129108,0.26608419380460685,1.9583401655374395,0.30818109610802225,1.9277686508427165,0.2835583796664019,1.8781144825402851,0.29507545671167595,1.874489929867321,0.36814932486100077,1.8158396419975094,0.4249404289118348,1.6468760515603875,0.34630659253375695,1.8326863797530946,0.4237490071485306,1.6176169246222123,0.4515488483396383,1.6427182708116066,0.48490865766481334,1.436931774931545,0.38919777603637995,1.6829009704688316,0.39197776012708496,1.683569183417783,0.41739475774424145,1.516942920999171,0.573868149324861,1.1470188049450103,0.4027005560204943,1.7043181233362512,0.34948371725957295,1.9302512302201735,0.2637013502779984,1.9547916083604784,31.309777384811778
4,0.2378307742762511,2.042727586335896,0.24273113362620136,2.027851430079159,0.24648807579709284,1.999592632999688,0.2634759882586098,1.9470773510432875,0.26788631168232757,1.9608640144635399,0.3193400849492984,1.8261064298010385,0.34629206142757346,1.742774495343218,0.3211368833811834,1.8381630449425899,0.3740607644657962,1.6834721112321382,0.3714472394836997,1.686921813915618,0.4086899706367884,1.48048524029385,0.34449526299568844,1.7221793119753939,0.34629206143730956,1.7316917165047747,0.3836981378829156,1.6174648919552612,0.5922901012935657,1.0568180398511091,0.3526625286049019,1.7348296721750363,0.2994119568792717,1.8860643787813982,0.2605357726281938,1.9780777141729315,32.03569132516058,0.23590150913423352,2.021618068928374,0.2811755361397935,1.9152246021485877,0.3014297061278008,1.9233772158149314,0.34193804611565104,1.8175149467656118,0.28157267672756153,1.8542013704255993,0.3848292295946026,1.6605583058168625,0.4229547260203373,1.607241775139255,0.3208895949402719,1.7439142305572606,0.406671961898175,1.6021374898642373,0.41898332011898515,1.5841337068389578,0.5238284352660842,1.4201162460780126,0.378077839578874,1.6322161913675577,0.37609213656901935,1.5884286411420232,0.42096902303415407,1.4904647892292195,0.5734710087844358,1.0868730359815055,0.42692613185067513,1.6720137100924188,0.3975377283795094,1.8531165508356617,0.28594122320484605,1.937239244118676,30.482111493778003
5,0.2526951976478275,2.0239310854597443,0.24893825547206797,2.000207772717605,0.27115321791238234,1.962946545879111,0.2863443319274101,1.8801156274246569,0.2964717412707619,1.9072911011865037,0.34694544270474004,1.7368937598767136,0.3832081019080024,1.6615790905651802,0.33534792551453774,1.7811574037851596,0.4052597190460634,1.602120049324584,0.3995426331653738,1.608829679422151,0.4183273439857548,1.4530633547772616,0.3667102254554751,1.6630843077871154,0.37161058477621695,1.633988723144232,0.4096700425087257,1.5496886241517789,0.6238157465075481,0.97456824647099,0.36605684416857237,1.6981922656404782,0.3121528912120222,1.8592472098224968,0.2763802678960478,1.9417090496959268,31.009644564753536,0.25019857029388404,1.980034995400972,0.28276409849086576,1.9368528107786291,0.32803812550826145,1.9153215930611487,0.37132644956314537,1.746368126039755,0.3081810961553651,1.8060109224274008,0.3764892772041303,1.6293356374107342,0.4408260524699004,1.5461602044351712,0.36497220017069193,1.6619147552773534,0.46664019065115353,1.5172776355925204,0.422160444809294,1.5494247860525978,0.5277998411437649,1.3992669958742578,0.41382049245432884,1.564829267425325,0.38522637018237066,1.4968326237582328,0.40031771249388587,1.454804307416472,0.6092136616835621,1.0791929915038436,0.4225575854088978,1.6150346829646915,0.36656076250992853,1.8641204117213666,0.2835583796664019,1.9778087598355258,29.81091909431294
6,0.2505717086114357,2.009102541728177,0.2577589023389757,1.971757800078244,0.28275073505633797,1.934907001360146,0.3098660568539047,1.8228919668861248,0.3244037896307104,1.8331621176898187,0.3729173472818694,1.684236650216116,0.4032995753070569,1.6022210991176193,0.35968637700584816,1.7053621127612448,0.42404442994433345,1.5369881092041624,0.4253511924256456,1.5355715447101512,0.4353152564716121,1.4110398278132017,0.39251878473035107,1.6110682632750992,0.3961123815746488,1.5729579378755527,0.4286180986703046,1.4931169089364367,0.6555047369945755,0.9038465104434896,0.37585756289037914,1.6374108310775484,0.32995753022861884,1.8127046829732716,0.28634433192254205,1.9054332769450624,30.05346491382777,0.25774424146147734,1.931354195281946,0.3145353455123114,1.8647628133499594,0.3633836378314554,1.8246131979159839,0.3709293089990487,1.7140652110786831,0.357823669579031,1.7098889785498452,0.40667196187450355,1.635668290333676,0.48411437651294864,1.4573081640897998,0.4293089753891193,1.5937547487716432,0.4801429706234322,1.4780060876637247,0.4249404289236705,1.5170506527728747,0.5242255759011951,1.3843207131831583,0.4102462271644162,1.5453659086780382,0.4396346307065962,1.4711122023292342,0.44956314537712655,1.402639680149254,0.6219221604921403,1.0273868879118404,0.4169976171564734,1.593608747720955,0.40031771248205017,1.767592928445557,0.3490865766481334,1.8611961055881359,28.848819519055088
7,0.26445606013054707,1.9868790351733083,0.27785037571368987,1.940876272253568,0.2972884678404458,1.8816448642085168,0.3355112708362634,1.7769038702140092,0.35478601764616174,1.7549486090178117,0.39284547533972597,1.625275956147327,0.43155831427638025,1.5167538928113238,0.3758575628928132,1.6401366370443191,0.4429924861253846,1.4798909363813628,0.4418490689511939,1.4774567560602816,0.44658608298915464,1.3919197132835899,0.3895785691048031,1.5725683236737455,0.4054230643775252,1.54465739900713,0.4475661548610919,1.4263770832652478,0.6844168572167251,0.8292093794161258,0.3954590003461629,1.58513526178894,0.34400522705485176,1.7698466946042,0.30953936622505757,1.848404073902144,29.117486264572467,0.26052422557585386,2.017186726342126,0.30182684672740456,1.8582931013690565,0.38085782366957904,1.7991393611391353,0.3983320095313741,1.6473820348691144,0.3764892771567874,1.6573861123456948,0.45869737887212075,1.5055597162701195,0.4817315329745045,1.458553388158512,0.3800635425177143,1.6253078743235472,0.4459888800635425,1.5453644540217113,0.4233518665844339,1.5256848572927206,0.4829229547733158,1.3761423958304195,0.3764892772041303,1.575846393776849,0.3979348689672775,1.5572670466185943,0.4324861000912638,1.485145490116501,0.6068308181214466,1.0771233385829722,0.4436060365606055,1.5732424718884839,0.3403494837172359,1.779895413658087,0.3272438443208896,1.8772304229929486,29.00985893661584
8,0.2709898725955247,1.95682419183713,0.29973864750325074,1.9069508478089277,0.3255472068000331,1.826809526736033,0.3539692910910821,1.7376163162385978,0.36785364260532544,1.7309674614981396,0.41522378309689795,1.5915332748312765,0.4578569095261694,1.447566814883711,0.39317216595883697,1.59335028872074,0.4627572689053281,1.4371520257081833,0.4480561907921925,1.44819498525574,0.4629206141589008,1.3528449815770685,0.3951323097027115,1.5565900998113982,0.42551453775223935,1.5072797219062388,0.47745834696491496,1.3874776729062195,0.7002613524991833,0.781340888174715,0.4086899706173161,1.5606310176366454,0.3582162692028103,1.7252918381349824,0.315583142783275,1.8173013628405397,28.433423585340268,0.3220810166799047,1.8884764140896422,0.34432088961858803,1.7634721559792685,0.42057188244638605,1.682030987322946,0.4213661636455936,1.5966284115982965,0.4019062748212867,1.5846634576773246,0.4559173948050871,1.4670791435658317,0.4884829229783974,1.4191672271731546,0.45552025416997616,1.516765604045677,0.4845115171007167,1.4548026649037271,0.4356632248052441,1.502734041195052,0.5607625098811718,1.3295835445947928,0.42573471013471376,1.489590223958513,0.466640190674825,1.4157088727019342,0.4817315329745045,1.3510918058839652,0.6207307387051647,1.0596028921520597,0.4459888800753782,1.5208042241556006,0.417791898355681,1.701421921893753,0.37013502779984114,1.804630479256817,27.615568948795723
9,0.28732440379204527,1.906636577110515,0.3100294021610262,1.844932290083129,0.3386148317640648,1.7809718085129795,0.3627899379093092,1.6980298384464243,0.3696504410712869,1.6999452987631642,0.42894478926507523,1.55532262832345,0.46880104540999673,1.4196607221072501,0.4197974518520775,1.5281799678434853,0.48284874226056995,1.3790242204631866,0.470597843861354,1.4115172801980471,0.4815419797451813,1.3297910442230787,0.41898072526292135,1.5045196276324826,0.44217575959464533,1.4619809317456394,0.49411956878784863,1.3447000418796682,0.7242731133811188,0.7384259887709022,0.42241097681470186,1.5285390555488638,0.3658934988565828,1.719564501891063,0.33257105521071545,1.797746077973404,27.716473901867673,0.3566322478275625,1.84293800767591,0.41620333598093723,1.742626771555712,0.44598888008721393,1.6385025936426674,0.4404289118347895,1.5660226418917098,0.4241461476889558,1.626079476192132,0.4801429706115965,1.478749291209402,0.5162827641221623,1.3794568995808305,0.4352660841938046,1.5429424757612802,0.4980142970729954,1.4581456950394476,0.4813343923985721,1.4280176215743716,0.5706910245753736,1.2874350715739278,0.4491660048130299,1.4442893348107553,0.4467831612864215,1.443863217465171,0.4833200953374125,1.3406337099098042,0.6413820492572686,0.9799676130010174,0.45313741064336777,1.531189491012155,0.3832406672080232,1.740359098228128,0.35424940428911833,1.8248028186126963,27.36273755110664
