epoch,dense_10_acc,dense_10_loss,dense_2_acc,dense_2_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,dense_8_acc,dense_8_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_2_acc,val_dense_2_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_dense_8_acc,val_dense_8_loss,val_loss
0,0.2566154851550489,2.002343715814468,0.21757595558954743,2.1234553644213947,0.1687357072852009,2.2268712657684206,0.18213002286834368,2.195003317914263,0.190297288470255,2.2489983089139205,10.804256720544466,0.4142176330420969,1.5355495240974275,0.3931691818903892,1.68857492730199,0.22517871326449562,2.1068745615749345,0.27124702146926316,2.0139207714980705,0.2585385226370135,2.0501519474744607,9.402363699139633
1,0.4385821626724585,1.457550106621848,0.33142763802922265,1.7320363194831092,0.21283894152481234,2.102801509637219,0.2600457366873571,1.9702134767960426,0.24011760862463247,2.0485429858039774,9.318235940070217,0.5448768864651348,1.2355418363386341,0.506354249451632,1.513484133909012,0.27124702144559176,1.9597130478896065,0.3598093725178713,1.7067462077114297,0.2887212073073868,1.9722434576775367,8.394657491027978
2,0.5424697811562265,1.1775527178403873,0.39464227377647904,1.573596379524039,0.2531852335862302,2.018068271460622,0.34629206142270536,1.775195547935426,0.2866710225465211,1.9257861035822732,8.477021231677789,0.569102462318987,1.1638618758313708,0.5103256552819698,1.4136379560939465,0.25694996028594125,1.9569606233722545,0.4027005560204943,1.6344216881146783,0.34432088960675233,1.9078638725000492,8.083480611123955
3,0.6027442012024798,1.0088661581969114,0.430578242404443,1.4668502866034023,0.2768703038417526,1.9604111565596447,0.36981378635406803,1.6657545739083226,0.33224436458673634,1.810609943685248,7.919180901834911,0.6020651311037368,1.0310132678441342,0.522239872915012,1.3678519174728818,0.37132644956314537,1.8263290797650955,0.4340746624423361,1.5490005065563466,0.41660047661604815,1.610297797784813,7.391141926702571
4,0.636066644906764,0.9086192060786499,0.4578569095164333,1.3936825716896644,0.3020254819076149,1.879355593858611,0.4010127409343352,1.5772737614744747,0.37471414571375444,1.640694372290219,7.4062592250309285,0.6191421763540924,1.0190978013186156,0.5198570294002393,1.3326020860028134,0.40587768072263886,1.7645754264024063,0.43248610010309957,1.5383372051172355,0.35822081021414187,1.6082786832942766,7.269517943251218
5,0.6625285854685428,0.8522650076064827,0.46912773604371194,1.3633755998103614,0.33779810520411707,1.8215623720531096,0.4242077752465868,1.5414682105256623,0.39709245344658606,1.5893784155451522,7.1746687579100445,0.6052422557822099,1.0360447432523308,0.5138999206192253,1.3954977663477988,0.44440031771247024,1.6804088765046632,0.4408260524343933,1.5355041677559813,0.42732327246211466,1.4747788507470638,7.128850625941827
6,0.6906239791112724,0.7800712596937863,0.4776216922379599,1.3344525432750236,0.35478601764616174,1.7744869626997655,0.4428291408036589,1.48525015075625,0.4158771643059116,1.5318184897853673,6.912700085887641,0.6243050039950773,1.003898204497348,0.5254169976644993,1.309400400251884,0.44718030187418956,1.6111077883586322,0.45353455125480724,1.5188576910967293,0.41302621130246414,1.4588800250679088,6.908771053583874
7,0.7169225743610615,0.7289089284975986,0.5029402156255479,1.2846659300413759,0.3794511597517151,1.723958355934158,0.4555700751777881,1.4438483756728049,0.4206141783730807,1.485190911177754,6.673210642844857,0.6195393169655319,1.0094527988986803,0.4861000794754604,1.371432978591813,0.4483717236374938,1.5925482524776382,0.5079428117671971,1.4500389457979876,0.44678316125091433,1.4472442182687846,6.877357757877413
8,0.7352172492454738,0.698042681679855,0.5032669062397909,1.258091401524187,0.3966024175106174,1.6734784611764588,0.4661875204376363,1.4026864592213524,0.4225743221266914,1.4718075989508543,6.510762527151772,0.6250992851706134,1.0013067181546884,0.5242255759011951,1.332351400252843,0.4714058776333561,1.527989422545914,0.496028594134155,1.4508601002412906,0.43328038125496426,1.4508070196775902,6.769987883503424
9,0.7505717086309079,0.6494543978452137,0.5130676249591637,1.2335060990273428,0.40967004247464917,1.6223012763509093,0.48252205161955264,1.36231462739722,0.4505063704720357,1.4334226172564661,6.307693697977051,0.622716441644005,1.0288586616989541,0.5349483717235901,1.3205393845358948,0.478157267720099,1.4848601257545404,0.5047656870768883,1.4084268201902994,0.4400317712588572,1.443660804731113,6.6930697875140295
10,0.7677229663313935,0.6056760457246687,0.5289121202221496,1.1998577654186475,0.42241097684391027,1.5904388085022272,0.49803985625612546,1.3276998183572266,0.4558967657725587,1.4036810688628203,6.134099284249635,0.6179507545789524,1.0028554365879208,0.5436854647018305,1.2623382440344315,0.46703733126259306,1.4922471660011054,0.47180301826846704,1.4841033484464226,0.44281175536139794,1.4263214742124222,6.67464411798406
11,0.7781770662792521,0.5811302541557071,0.5378961123621023,1.1881180665961124,0.43874550800878837,1.5544255047754227,0.5231950343073836,1.2759875362116462,0.46798431888899356,1.3735266736191654,5.97999184305315,0.6219221604566332,0.9916353106759104,0.5369340747097734,1.2674139846971435,0.45512311353486523,1.527545216161169,0.5083399523668009,1.3687615496852836,0.45234312951517447,1.412929754866978,6.575117289593903
12,0.7948382881411303,0.5428593043056589,0.5480235217443987,1.1629544730203598,0.4663508657496258,1.4959054807166343,0.5261352499183274,1.2420055773163963,0.4818686703691604,1.3488646153335049,5.799455034386212,0.6239078633954735,1.0145546511330474,0.529785544129948,1.292808014500037,0.46703733126259306,1.4586588631933695,0.5258141382049245,1.386496801666081,0.47736298649722003,1.3573944075321565,6.516807880734905
13,0.8141130349364245,0.5027511549206273,0.5543939888925188,1.1384741862160597,0.4658608297941849,1.4725638464438842,0.5449199608360696,1.2097624916533403,0.4821953609931395,1.337349753565198,5.667826909560933,0.6521048451270065,1.0554904237528635,0.5448768864177919,1.2838763588236095,0.49483717231167224,1.4258066048406248,0.5170770452976984,1.3637842430398046,0.4722001588680708,1.349119759770591,6.485033510221765
