epoch,dense_10_acc,dense_10_loss,dense_2_acc,dense_2_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,dense_8_acc,dense_8_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_2_acc,val_dense_2_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_dense_8_acc,val_dense_8_loss,val_loss
0,0.259392355449135,2.0034903539469413,0.21871937275887002,2.1269657885627162,0.15975171512577588,2.2309573326808727,0.18343678536426006,2.1941646795886594,0.18588696504653726,2.2479404899973527,10.811105012815787,0.41501191421763306,1.503446610983257,0.36814932486100077,1.6715612377885603,0.22041302621127878,2.1307862571916285,0.2879269261555221,2.0124665395526113,0.2601270849880858,2.045574773579386,9.371134773145316
1,0.43498856580868844,1.4579613027289116,0.3260372427360017,1.7320452025808255,0.20810192747468148,2.1048090959522154,0.2636393335535611,1.9728205004613877,0.24469127736033977,2.044234146366163,9.318968797501144,0.5710881652578274,1.2083182036639963,0.482922954725973,1.5110568108304898,0.2402700555996823,1.9982346100311037,0.36497220017069193,1.7040385852454674,0.31850675138999207,1.9468890490088793,8.375470798483342
2,0.5423064358052924,1.1872319275162182,0.37585756289768124,1.5878752387843464,0.23946422737910833,2.04228426077443,0.3438418817428622,1.7747749124855359,0.2861809866154206,1.920903873926516,8.519900171167123,0.5758538522637013,1.167183916847132,0.4980142970848311,1.4503976408691042,0.2688641779189833,1.9720056007739757,0.3903891977996841,1.619195150704115,0.3669579031095323,1.8616475608256053,8.077175051755049
3,0.6045409996927816,1.0150598410257752,0.42518784711852414,1.4813113317735753,0.2636393335608632,1.9962192838077488,0.36752695198621443,1.6803617392517858,0.32816073178699773,1.8139764013262365,7.993624406015122,0.5984908658138242,1.036974292553257,0.5234312946783162,1.3767886464798422,0.31175536140977056,1.9141491980094394,0.43367752185456804,1.5547325110227177,0.4158061953931692,1.655900803987141,7.5451949462708825
4,0.6329630839400181,0.916211594907492,0.45213982358706306,1.409757823190125,0.29451159753662354,1.9013510329861223,0.3998693237893529,1.5932899729483503,0.36883371447239466,1.6815088060859449,7.5087658459359,0.5953137410880082,1.0509275918777639,0.5234312947019876,1.3498655533014166,0.3872120730738681,1.8087720299070085,0.42613185069881043,1.5634235855697922,0.3800635424940429,1.5946709128766896,7.3743035605826766
5,0.6623652401565532,0.8703609909819684,0.4717412610355447,1.3646761527524123,0.3275073505390395,1.8333356662031794,0.4207775237045425,1.5518153321310726,0.38418817379941195,1.6255488596255387,7.252375641355169,0.6036536934074662,1.0082934163126138,0.5289912629544119,1.3678675761196328,0.39158061953931694,1.7735819987023607,0.44797458301421855,1.530237726127467,0.43169181891572767,1.4991824487734637,7.185791947332235
6,0.6876837634565159,0.7900300050085567,0.48007187197622,1.3380482796943487,0.3570728520286196,1.7655403909633378,0.4369487095817714,1.4938364511453728,0.40329957534113337,1.574823870140133,6.968917213908522,0.6151707704527403,1.0274843062030785,0.5337569500076288,1.316375382652919,0.4384432089077849,1.630698957975371,0.4432088959728374,1.5341127230782088,0.43884034950738865,1.4574984725833982,6.972819586231938
7,0.7149624305977147,0.73681857592917,0.4990199281377989,1.2854162631802837,0.36981378635406803,1.7153671359127933,0.4629206141589008,1.44253062789092,0.4080365893498857,1.5212344378281637,6.708023210399021,0.6119936457505957,1.0185357174873826,0.48689436065099656,1.3726625926822211,0.4360603653930122,1.613384980072191,0.49722001589745923,1.4284733539540395,0.4590945194717245,1.4211032670864139,6.860820765340016
8,0.7260699117740592,0.6956554211576326,0.5039202874877491,1.264476366192638,0.39643907223757247,1.663621531791525,0.4704344985493645,1.3994265057923005,0.42894478929428365,1.4753880343457446,6.505249424254883,0.6258935663343139,1.000316787277355,0.5325655281969818,1.31323012300102,0.46783161241445775,1.5549388979047514,0.5063542494279606,1.4257673905708186,0.4511517077045274,1.4173913669548308,6.718345716702171
9,0.7466514211431589,0.6550992944590293,0.5066971578305159,1.2465731790742622,0.4204508331000357,1.6045364856096858,0.4875857562912285,1.3460434039252056,0.4416857236392044,1.4493465844185203,6.308325041590544,0.6354249404525832,1.0079282289984872,0.5285941223429724,1.3049442116659344,0.4924543288560781,1.4841472823246782,0.49682287530969116,1.404364785355552,0.450357426540827,1.4066440849383735,6.614783171531792
