epoch,dense_10_acc,dense_10_loss,dense_2_acc,dense_2_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_2_acc,val_dense_2_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_loss
0,0.2213328977458347,2.0897227259719733,0.20352825875844646,2.1840665020688768,0.18033322443645866,2.204194967671182,0.18980725253185235,2.1934418512379876,8.680116060706222,0.34312946778426956,1.7168748392009658,0.3836378077839555,1.8176271299978777,0.23788721207307387,2.1497418013141685,0.24861000795464747,1.9891906441725655,7.681898691239482
1,0.4016661222017657,1.5328175095474357,0.3394315583142764,1.7701331092344705,0.2404442992510456,2.037530863841972,0.2533485788957857,1.9911037514857006,7.339861481145331,0.5198570294357463,1.2510352135651446,0.48212867355043687,1.4664172059112925,0.3061953931691819,1.8157125170785724,0.35504368548832593,1.8407942555649495,6.382074832537517
2,0.5276053577651778,1.2111562939299279,0.41457040182946747,1.5257555382269654,0.31280627246241444,1.8495134825957285,0.33044756615971943,1.8029761945683362,6.39741272959044,0.5563939635104088,1.1666032749570676,0.517077045274027,1.3933797257111318,0.39833200957871695,1.664132853648888,0.403494837172359,1.6188151250290814,5.8508532007503735
3,0.5855929435019943,1.0446482182756354,0.46047043453747444,1.4006103266886114,0.35037569423704823,1.7389327802520995,0.3851682456713492,1.6506101691384052,5.842673703916164,0.5897537728829266,1.0612964873942616,0.5277998411437649,1.2887891315580646,0.3919777601389207,1.6233293801853825,0.4630659253375695,1.514765091317338,5.495999510464354
4,0.6282260698923212,0.9335309859001336,0.47827507354433496,1.3453137126867774,0.38647500820621017,1.6221864155716694,0.4211042143090493,1.531873068596093,5.440699946370167,0.6056393963463066,1.0141553911983352,0.5583796664492491,1.2569210064420633,0.44956314540079795,1.4981915281347284,0.4872915011914218,1.4230245757046154,5.200076670756503
5,0.64472394644221,0.883746861009495,0.4955896766152268,1.2934114013922366,0.4088533159293057,1.5740094908854807,0.4513230970271153,1.4538317816742725,5.212772797619117,0.607625099285147,1.0016382940711248,0.5472597299917432,1.255865913946729,0.44400317712470216,1.5007179527646308,0.5138999205718825,1.3657511073128394,5.131740383726912
6,0.6886638353479255,0.7922042817782826,0.5133943156220874,1.2640545240066987,0.43825547207281973,1.4984857167577634,0.4815419797451813,1.3857968237928922,4.9483210125299735,0.6195393169655319,0.9912711539800627,0.5548054010646508,1.2472550109608767,0.45750595710881653,1.4266118911450774,0.5075456711675933,1.3610815075865996,5.034000586099905
7,0.7041816400258769,0.7496862475173375,0.5328324077098987,1.2079478599245508,0.46324730480235216,1.429929149925845,0.49248611565821704,1.3292520744120595,4.724611382358256,0.5889594917073905,1.0482736435837932,0.5214455917868186,1.2587635466463514,0.5067513899920572,1.3761162226686787,0.5321683876092137,1.3035512055737144,4.994504216931186
8,0.7293368179943779,0.6895448729439679,0.5400196014763833,1.1771143609034163,0.4872590656745516,1.3767176029223394,0.51796798431885,1.2607856767701775,4.5119768377613765,0.6203335981173966,0.996734638894428,0.5345512311594935,1.2227675533654483,0.49563145354638694,1.3734417170925306,0.5131056393963463,1.2927007080544737,4.893476758900856
9,0.7458346945247943,0.655420789002827,0.557660895151782,1.1482221819107457,0.49656974845795565,1.332143687960448,0.5447566154948718,1.213241225479086,4.356874114974033,0.6048451151944418,1.0382385355930086,0.5484511517077045,1.1881147726742969,0.48411437653662004,1.3695601053991613,0.5456711676169994,1.237517290971315,4.84130382291659
10,0.7600457367068294,0.6213876983185525,0.572852009108393,1.1043746968921748,0.5006533812284859,1.2981441202057766,0.55619078733414,1.176287081575752,4.208093134416782,0.6135822081490109,0.974648482038257,0.550833995234313,1.2034458613187382,0.5111199365048488,1.2943998565742,0.5369340746624305,1.2486403097322387,4.7290645459987894
11,0.772459980359618,0.5945276437495822,0.5816726559947729,1.0989546407012916,0.5262985952497892,1.2646221478987816,0.5708918653839906,1.1538578704345153,4.119917720799663,0.6155679110523441,0.9619722063338785,0.5639396346306592,1.1836393737811906,0.4896743447180302,1.3255072998754367,0.5667196187687071,1.225174017942927,4.704274054081123
12,0.7871610584581494,0.5439223119418864,0.5710552107349247,1.086282717873948,0.5568441685528897,1.214942776175427,0.5875530872458689,1.0996507184250766,3.9528102185437195,0.6151707704764117,1.02903350914449,0.5524225575853853,1.2064030418398837,0.5166799047099303,1.3010022343388619,0.5615567911277223,1.2083365248724807,4.752812965224905
13,0.8054557334399232,0.5072329904237863,0.5937602090819993,1.054842268746883,0.5668082326426689,1.1605895139625049,0.5965370793858217,1.0820327890110109,3.8127686425931544,0.6294678316242265,1.0398406096637203,0.5607625099285147,1.1341761054857276,0.5333598093725179,1.252683637443282,0.5607625099521861,1.2222485979271844,4.657055732842188
14,0.8142763802678863,0.48194526738101695,0.5973538059068249,1.0331556899646497,0.5806925840838911,1.1148964978829976,0.6110748121723635,1.0426601153579034,3.6807931521794877,0.6358220810285156,0.9938136680943801,0.5750595710881652,1.1439446920530487,0.5504368546465449,1.242487728453705,0.5679110405320114,1.2217861653510496,4.610192113873313
15,0.8196667755830136,0.4572970291166982,0.6118915387225751,1.0085613271528815,0.5957203528648185,1.0812630019753402,0.6223456386801699,1.0194005579856515,3.5747102770451744,0.6247021445710097,1.017572030454661,0.577442414638445,1.1276532182909365,0.5385226370135028,1.2425692692292503,0.5647339158298668,1.2040653727753377,4.600079857611864
16,0.8293041489903968,0.43973721826205026,0.6182620058804312,0.9974731731282384,0.607971251234826,1.0653592351603764,0.6213655668277048,1.008801557043338,3.5196194798289775,0.6366163622040517,1.0017153372051604,0.5794281175772854,1.1580833089171751,0.5401111993645751,1.2069493364587107,0.5528196981968247,1.2180054166470378,4.593024555987267
17,0.8484155504737014,0.4138503953722013,0.6153217902451471,0.9877162150836621,0.6159751715320498,1.0343485449272525,0.6321463573605981,0.9670605329235018,3.4112809952938723,0.6350277998529795,1.025984448020519,0.5826052422557585,1.1351983537742123,0.5385226370608456,1.214314032727712,0.5524225575972209,1.2115190700939291,4.595348753372386
18,0.85805292384214,0.37471486268305226,0.6301862136361958,0.9613287032176294,0.6406403136035267,0.9857826631507699,0.6608951322902304,0.9365228030931634,3.2667076222377056,0.6294678316242265,1.0633622001356506,0.5607625099403504,1.1700617480576274,0.5401111993764107,1.1965948058273037,0.5508339952461486,1.2010908917456604,4.63950031725919
19,0.865893498876055,0.3523577229040427,0.6339431558314277,0.9431353155128008,0.6470107808100636,0.9576299067066993,0.6470107808003275,0.9363118903148567,3.1978539479631727,0.6366163622040517,1.0809125362069147,0.5969023034154091,1.1327876166941344,0.5591739475774424,1.1973060519331689,0.5337569499721216,1.204097833327588,4.623560339046717
20,0.8624632472658578,0.3608877842905708,0.6426004573863459,0.9406137700098007,0.6419470761189154,0.9620757952736546,0.6582816073568145,0.9142827594330871,3.1863382323743936,0.6405877680817325,1.1054338526522194,0.573868149324861,1.169266209231188,0.5440826052659272,1.209164591513521,0.58141382050429,1.176623829306829,4.668996251510002
21,0.8778177065928751,0.32250237645996976,0.6525645213787636,0.8997519398311975,0.6702058150736345,0.91343994870446,0.6698791244691278,0.8844645291284501,3.0286922653451227,0.6473391580737896,1.115688014644582,0.6000794281412251,1.15045757410638,0.5691024622834798,1.1667354846398352,0.5683081811079438,1.2129757415452962,4.654413857660756
22,0.8841881737604674,0.31364729704517275,0.6530545573147323,0.9002636196137409,0.6599150604572377,0.914374906617183,0.6764129369681818,0.881996266672869,3.0188657789594866,0.6469420174860215,1.0542483662356452,0.5830023828435266,1.1433988737624443,0.539714058776807,1.2208274751073127,0.5710881652223202,1.196536277238105,4.623617991461841
23,0.8874550800002583,0.2988348517375848,0.6715125775987594,0.8570462291204084,0.6711858869747802,0.8881393695181392,0.678536426024046,0.8627454626018882,2.9154041373468775,0.6473391580856254,1.0872576458289378,0.5667196187450357,1.1835590006814674,0.5579825258378096,1.2080171943373677,0.5754567116996047,1.2211523583429593,4.7086479709298015
24,0.8928454752959133,0.28803255781653037,0.6638353479255146,0.8680288745701916,0.6927474681671364,0.8648463379943422,0.6909506696963069,0.8552896432999652,2.884883569292444,0.6505162827759342,1.085476353270393,0.5961080222517087,1.1264902940811479,0.5285941223429724,1.3148410104161885,0.5488482923073084,1.219653790412771,4.755168485489983
25,0.9054230643191084,0.2555678493298568,0.675269519784255,0.8434963664834073,0.6829467493893469,0.8575759693147778,0.6914407056906924,0.8264197707565654,2.791793431070497,0.660841938057904,1.0307453227028949,0.6044479745830024,1.13413790985646,0.5444797458418595,1.2148600335723356,0.5484511517195403,1.1790307938247753,4.567529818290184
26,0.9106501143417184,0.25266570595453003,0.6821300228293992,0.8227515109163295,0.6873570728130646,0.8380646778259041,0.6858869650830478,0.8213949062317191,2.743659854441521,0.6457505957227173,1.1507783749446308,0.579428117553614,1.2021629384247625,0.5603653693407467,1.243942212097412,0.5567911040745054,1.186100008754715,4.79178620322154
27,0.9075465533944448,0.24073960863075705,0.6816399869518474,0.8289751999715465,0.7032015680760505,0.8210664280330928,0.7134923227800727,0.7941964345599888,2.693807734184427,0.6620333598212083,1.0945237892116935,0.5766481334865803,1.2046781212115116,0.5532168387727571,1.2063882711674128,0.5508339952461486,1.2079095396378194,4.722345842455378
28,0.9144070565369502,0.22641387654359493,0.6824567135312674,0.8279294389714138,0.7064684743937306,0.8083051117912923,0.7152891212216937,0.7686417151494417,2.64016027833776,0.6505162827759342,1.1163496617449713,0.6084193804606831,1.1166010124045198,0.5754567116996047,1.204777457192836,0.5631453534669588,1.1899792682660582,4.636599049481066
29,0.9217575955180629,0.21283211543236008,0.6953609931784415,0.8063289898939672,0.7130022868733125,0.788522224358506,0.7216595883795499,0.7590796188060382,2.5756745279244213,0.6616362192334402,1.1358576153530395,0.6123907863620353,1.1314336145037787,0.5714853058100883,1.1984805929651328,0.5742652899363005,1.2194849828508185,4.69418793097671
30,0.9215942502060734,0.21372435902047882,0.6994446259587078,0.7866776520736231,0.7138190134137878,0.7879882733130993,0.7182293368569779,0.7579808474677484,2.555321026455924,0.6640190627600486,1.1690060715157777,0.6104050833995235,1.1430706941035174,0.5571882446622735,1.2326895437181895,0.5730738681611606,1.1808953645496354,4.734628105845311
