epoch,dense_10_acc,dense_10_loss,dense_2_acc,dense_2_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_2_acc,val_dense_2_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_loss
0,0.22492649461934083,2.0867646106977316,0.20450833061577953,2.1779028724821825,0.18180333224679862,2.2014706989239725,0.19372754001960144,2.192369730478017,8.667199139655786,0.3709293089753773,1.6833643435106285,0.38959491661231227,1.8039621638816155,0.2454328832406672,2.1152892692208383,0.24980142970611596,1.9811864957817023,7.59226164011088
1,0.4124469127736034,1.514466903911467,0.34204508331584527,1.7550655014177663,0.24338451488389568,2.0277531842552965,0.2557987585756289,1.9868040885538962,7.292355882307549,0.5095313741537765,1.2332971370627333,0.5019857029388404,1.4372942769593715,0.31016679904686256,1.8224392406896905,0.3665607625217642,1.8177814772433947,6.3189136487704785
2,0.5302188827180659,1.1982053286575174,0.41408036589349884,1.5256456919878536,0.3110094740475677,1.8425856226217276,0.332407709908462,1.7921976365906005,6.366636682203182,0.5520254169976172,1.157924286328771,0.5166799046862589,1.3498131658843437,0.3582208101904705,1.6857073654533852,0.426926131898018,1.6199656208892774,5.821328726716227
3,0.5914733747336179,1.043572554086712,0.45540672980738167,1.4124926576541164,0.3562561254491996,1.733076058272169,0.3765109441748479,1.6463613370710322,5.843366289247839,0.5925337569973032,1.037234101601306,0.5361397935342372,1.308727996135345,0.4078633836496435,1.5989893119045437,0.46544876888784936,1.488489869949456,5.4412556720973
4,0.6257758902708949,0.9278785031981345,0.46896439072198626,1.3541613136074662,0.38386148317543284,1.620681509010467,0.42731133616465206,1.5142674425854787,5.4247800790574265,0.6111993646224024,0.9888520167461456,0.563542494090234,1.259882130350169,0.44559173952311726,1.4800241982965265,0.48649722001588563,1.4169715550137096,5.153512221844638
5,0.6630186213266223,0.8738203412058774,0.48497223129696176,1.3112098931954679,0.40836327999333705,1.573389483020026,0.44429924861156483,1.4562392717714756,5.222423378683624,0.6008737093404326,0.9941083245849306,0.5448768864651348,1.2507506032327131,0.4467831612627501,1.523948452603353,0.528196981731533,1.3625595591388306,5.139121188920486
6,0.688337144762891,0.7935640774338668,0.501306762534861,1.2719592974879936,0.43433518458507064,1.5154239904331406,0.47958183604025134,1.3760596477140286,4.964776599457824,0.6270849880857824,0.9617721248918152,0.5611596505636256,1.2316820452476513,0.4594916600713283,1.4338382580528382,0.5055599682287529,1.3419908731110612,4.977061614429695
7,0.7082652727671988,0.750339631238275,0.5178046390458051,1.2389143105232416,0.4529565501859553,1.444008891740604,0.49836654686063225,1.3256919512909169,4.766746527383001,0.6092136616835621,0.9613129969766161,0.5357426529464692,1.231466415929264,0.5142970611596506,1.3905041194132532,0.5476568705321684,1.2581180866698218,4.84919655181
8,0.7273766743089202,0.6953740099098744,0.5217249264751374,1.2107990320038071,0.4849722313164341,1.3958071047322729,0.5029402156255479,1.2791600795167601,4.588950842901291,0.6195393169418605,0.9623118517084478,0.5277998410964221,1.2342762197645247,0.48768864179102556,1.3985557942469977,0.5067513899920572,1.3393072769980852,4.942275959314856
9,0.7397909180201256,0.6616942741753268,0.5449199607971251,1.174624273956932,0.4959163672099975,1.3371148015579652,0.5393662201992167,1.2173010469534473,4.398584470216139,0.6270849880857824,0.9668965647152438,0.5536139793013466,1.1754831736574483,0.4912629070691025,1.3547698641883843,0.5599682287529786,1.207425951200217,4.712456855630004
