epoch,dense_10_acc,dense_10_loss,dense_12_acc,dense_12_loss,dense_14_acc,dense_14_loss,dense_16_acc,dense_16_loss,dense_18_acc,dense_18_loss,dense_20_acc,dense_20_loss,dense_22_acc,dense_22_loss,dense_24_acc,dense_24_loss,dense_26_acc,dense_26_loss,dense_28_acc,dense_28_loss,dense_2_acc,dense_2_loss,dense_30_acc,dense_30_loss,dense_32_acc,dense_32_loss,dense_34_acc,dense_34_loss,dense_36_acc,dense_36_loss,dense_43_acc,dense_43_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,dense_8_acc,dense_8_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_12_acc,val_dense_12_loss,val_dense_14_acc,val_dense_14_loss,val_dense_16_acc,val_dense_16_loss,val_dense_18_acc,val_dense_18_loss,val_dense_20_acc,val_dense_20_loss,val_dense_22_acc,val_dense_22_loss,val_dense_24_acc,val_dense_24_loss,val_dense_26_acc,val_dense_26_loss,val_dense_28_acc,val_dense_28_loss,val_dense_2_acc,val_dense_2_loss,val_dense_30_acc,val_dense_30_loss,val_dense_32_acc,val_dense_32_loss,val_dense_34_acc,val_dense_34_loss,val_dense_36_acc,val_dense_36_loss,val_dense_43_acc,val_dense_43_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_dense_8_acc,val_dense_8_loss,val_loss
0,0.17396275727860253,2.260140669653518,0.1690623979286523,2.2481677628778547,0.17232930415383899,2.271116212239183,0.1811499509964064,2.233929993591446,0.17706631820153582,2.248160754804789,0.17445279321457116,2.237878981621115,0.1780463900734731,2.253249333559863,0.13884351523005858,2.3165483845873074,0.17641293695357765,2.2317423828284517,0.18147664163985777,2.217598894303704,0.20957203529232352,2.144328172555043,0.18866383535279357,2.20375067390908,0.16824567135410035,2.2520309554638716,0.16791898074472547,2.2297282021094755,0.18311009474514903,2.205149298203377,0.23701404773577567,2.065361961980382,0.18147664163012164,2.2454121837581695,0.18931721660075176,2.2032641066090415,0.17167592290588082,2.2404678200475923,42.37794418733753,0.21882446386020651,2.097666693074633,0.21842732327243844,2.08248903753267,0.22716441620333597,2.119621224778337,0.22200158856235108,2.0538586411237527,0.22517871326449562,2.1334179137035245,0.2307386814932486,2.078530780657404,0.2692613185067514,2.026285986373877,0.2335186656076251,2.185710461391543,0.2549642573471009,2.0689746824117576,0.26608419380460685,2.042831047079315,0.3852263701468635,1.7405637203463493,0.24185861797442598,2.0510781871789594,0.2152501985821296,2.0889088308366164,0.21604447974583002,2.0669304610624306,0.2823669579030977,2.0383000038652974,0.3967434471803018,1.5529279156844704,0.20532168387609215,2.0741233392023113,0.25694996030961265,2.0499397424405488,0.2398729150119142,2.0806950134734863,38.70115877049986
1,0.21316563215122547,2.1293556791471913,0.19405423064358052,2.141404429357529,0.2066318196692096,2.1287299194043072,0.21169552434331956,2.10729321822821,0.21528912121195765,2.1208846273861535,0.21741261026295366,2.090356802792379,0.21708591963897458,2.0970477279749073,0.2085919634155182,2.1165803731247244,0.24256778830934372,2.0432340339366535,0.2327670696045752,2.0601512256380548,0.31019274748761994,1.7723360154333554,0.22966350865973556,2.0809768473778782,0.21708591964384263,2.0842700444651134,0.22182293368423736,2.075629095982898,0.22803005555687836,2.019161660271663,0.3801045410045414,1.6159599689594557,0.2239464227425355,2.0722954211691476,0.22133289775070275,2.096773447378209,0.20679516498363318,2.09462306593727,39.01407451436474,0.21525019857029387,2.0311128311066327,0.22676727561556792,2.0270558727270465,0.23034154091731626,2.0256346082573753,0.24741858620317897,1.9686844500404581,0.2692613185067514,1.974729488159192,0.2454328832406672,1.9747628141150197,0.32922954728340137,1.933238367318539,0.2541699761715647,2.01797195897394,0.31532962669968323,1.9232385044915985,0.24424146147736298,1.9802659701695038,0.4277204130262113,1.5720488115186442,0.25178713266862773,1.9798158694108958,0.2617156473509938,2.008152118081418,0.2915011914217633,1.9918797086211213,0.2875297855440826,1.8811485252274323,0.5115170770926168,1.3863098156461648,0.29706115965051627,1.9362199966447329,0.287132644979986,1.9693160316506675,0.22676727561556792,2.0154054589078387,36.662807843342385
2,0.22704998367033688,2.092894669258295,0.2201894805643419,2.1013061898239918,0.22606991180326766,2.081864040531157,0.2185560274614847,2.0692355880469364,0.2396275726935319,2.0456363298814306,0.22443645867850415,2.0595605226172142,0.24975498205148797,2.023022178457049,0.24436458674122874,2.029656610470198,0.29467494283400886,1.9207453160689416,0.2793204835215958,1.9281738146346055,0.3551127082750089,1.6361739715693318,0.25596210389248647,1.9969643882893535,0.2536752695246329,2.0062020018925586,0.27278667102254167,1.9523579299313614,0.28601764131316715,1.8859250475401506,0.49003593594916545,1.3439815315457193,0.26200588043123163,1.957592854270823,0.24763149297615158,2.0230703284560523,0.23064358053167286,2.054994553376241,37.27415758673173,0.21961874504757836,2.0487184977133754,0.24106433677521844,1.996759878443384,0.2692613185067514,1.9871806721539607,0.2549642573471009,1.9705983367204856,0.2652899126290707,1.9955689224390116,0.2521842732445601,1.9682163783157507,0.33439237485337203,1.8688959954180728,0.31850675138999207,1.9014760766169492,0.40627482131040693,1.76323469334694,0.3510722795869738,1.8170068553745793,0.4690230341067477,1.5163169331594153,0.26250992846735133,1.9454274750399723,0.30976965847093024,1.9244985998955106,0.355440826076094,1.786156342747289,0.3888006354486119,1.7108346384796858,0.5786338363780779,1.2358325162608061,0.3526608419380461,1.8216766935193984,0.30063542498777174,1.9149040950490333,0.25377283558379665,1.9992552820513227,35.236399583157514
3,0.23440052270986644,2.0676612432623798,0.22394642275713972,2.0670331052532775,0.2420777523733751,2.049651283370401,0.2384841555242093,2.02361712359167,0.24795818360986682,2.006405919800004,0.24485462268206545,2.018162045670428,0.29304148972871763,1.927123799272629,0.28405749755955645,1.9270764687449977,0.33894152238804387,1.793699048539853,0.32734400526599455,1.7997354646789914,0.39023195034302516,1.5469433586412846,0.30480235217736074,1.8638213780610946,0.2984318850146365,1.882324343372583,0.31149950997380016,1.8207968282995564,0.34188173801359184,1.727028347354666,0.5619078732440379,1.1634338756707399,0.2953283240868351,1.853023060588656,0.27278667104201393,1.9445487358958766,0.24371120549083652,2.0199351346558974,35.56502063007224,0.2255758538522637,2.002329933728558,0.24503574265289912,1.974999702573296,0.2871326449563145,1.9684077833643785,0.2656870532286745,1.9074237630706254,0.30142970611596503,1.8736626211852663,0.327243844344561,1.9041505909041814,0.3657664813462281,1.7164964770589015,0.369340746624305,1.7946687329847535,0.4467831612627501,1.6295564269337794,0.44241461479730126,1.6870544711401578,0.4725972994440032,1.4703530970076135,0.3641779189951558,1.7503081470183477,0.36020651312931085,1.7199479540346916,0.3697378872357445,1.6290744217356772,0.39515488484106526,1.5282777073460974,0.5917394757744241,1.1316794135013775,0.374900714853058,1.7599431221403707,0.37450357428896136,1.8913287246293544,0.2764098490865767,1.9669473061398726,33.36881659994815
4,0.23293041491656474,2.0543464705742327,0.23162365242064836,2.053407039957006,0.24763149298101966,2.0300761635340105,0.2536752695246329,1.9770480647503026,0.2703364913524346,1.9559634812553504,0.25449199608458056,1.9889348107823668,0.32587389742888023,1.8132672526796672,0.32424044433819316,1.8300099994808348,0.35609278015668233,1.7013377339494886,0.3484155504785695,1.7276013492174844,0.41065011438066296,1.4908886633835288,0.33730806926328033,1.7693458205926889,0.3355112708459996,1.766649663039416,0.3302842208477299,1.7566136625303002,0.36605684416857237,1.648989249662183,0.6109114668603739,1.0237597388521746,0.3185233583990868,1.793235696557689,0.30708918654278033,1.882664682583963,0.2677229663557338,1.9721571284546178,34.29786103257008,0.24225575853852263,2.0327616101508106,0.24344718030182685,1.9646953716459872,0.2621127879269261,1.9842154481659058,0.3272438443208896,1.857642991378063,0.3435266084667233,1.8456622453035108,0.3526608419617175,1.879021350687889,0.3959491660284371,1.6291690962574044,0.3693407466361407,1.699870788833279,0.38760921367347195,1.6342789998027993,0.44082605242255757,1.6290136675118831,0.5317712470214456,1.4267678661205354,0.36020651315298224,1.7231894165301151,0.3594122319537747,1.6292093481877383,0.3891977760127085,1.602827935582404,0.4086576648370153,1.4831986375229997,0.6020651311037368,1.045305150595802,0.34432088961858803,1.73155069379602,0.3852263701586992,1.8272914429142704,0.33359809372517873,1.88552607545027,32.572134480010526
5,0.2482848742338459,2.031939633061628,0.2445279320678225,2.0313715558938443,0.2520418164096055,2.003397096648243,0.28275073506364007,1.9076457651017422,0.29826853973185535,1.8855551623784028,0.27915713820960625,1.9137704199492171,0.3565828160731787,1.7373590251270832,0.34629206142757346,1.7639117943076128,0.389578569095067,1.6360818178425502,0.37667428946736514,1.6661053212862784,0.42453446589977434,1.4523009627288326,0.36475008168239215,1.6958735113788843,0.360829794194643,1.6806965735721182,0.35560274420124144,1.6874325139894084,0.3925187847108788,1.6158874236224952,0.6450506370272445,0.9488393485799251,0.3221169552823291,1.770528444975897,0.32064684744521477,1.852151809428806,0.2861809866154206,1.9299639605572316,33.27121865410542,0.23232724384432088,1.9877793677180793,0.2505957108816521,1.9652695047940594,0.27720413026211277,1.958725739131379,0.38443208895949166,1.7846213433361886,0.3463065925810998,1.746867928266336,0.3745035742652899,1.775679515504572,0.406671961898175,1.5681764379771008,0.3566322478157268,1.652955475262558,0.4527402700792711,1.5465043987708966,0.4277204130498827,1.578044456939455,0.512311358268153,1.3820665764657158,0.3812549642573471,1.619849291181072,0.37331215252565714,1.577261089805197,0.4030976966319338,1.5421003766056087,0.3963463066043695,1.4781331431780476,0.6096108022713301,1.0538083327678198,0.3943606036536934,1.6938253071594087,0.3673550437091361,1.8087176553449336,0.3034154090548054,1.939556097302577,31.719867430574084
6,0.25628879452133363,2.013330965095079,0.2548186867061256,2.0088763995639485,0.2571055210764133,1.9998145090992332,0.3008820646896116,1.8557558523911504,0.3150931068302681,1.8309793864072283,0.3293041489806607,1.8134057936969048,0.3840248284971586,1.6632098121917236,0.36654688011427716,1.6990890282503495,0.40607644560844514,1.569592887690861,0.3894152237879455,1.6062585345595073,0.439235543944757,1.409731700310556,0.3843515191162696,1.6371572719840044,0.3879451159751715,1.614408596128235,0.3778177066318197,1.6261922846195629,0.4062397909228687,1.5601180821063276,0.6775563541326364,0.8691277302818647,0.3435151911237512,1.7137417126543106,0.3322443645891704,1.79859448273717,0.30921267560107846,1.8601452980272055,32.20896021317361,0.23828435266084194,1.9533890772661204,0.30420969023034156,1.918636822908809,0.3161239078633836,1.930011865920354,0.3880063542494043,1.7207623393503422,0.3927720413026211,1.6686729728654797,0.3796664019181105,1.7089946719746063,0.4471803018268467,1.5027472458726552,0.42454328833590244,1.5748741344576132,0.4737887212191431,1.5108724964147906,0.43208895950349574,1.5480310894176068,0.5254169976644993,1.3998398525881521,0.40984908660031955,1.5910544843310113,0.42613185069881043,1.5198067774178017,0.414614773629865,1.5105464259625618,0.418189038943449,1.4285753031776858,0.6580619539316919,0.9769412438467299,0.38204924544471897,1.6631145482029206,0.3999205719061178,1.7551469290370123,0.3482922954725973,1.8186418957138364,30.759658819536448
7,0.26184253513871436,1.9890927042457958,0.26396602419457843,1.9906147483983332,0.2734400522899721,1.9649982549364526,0.33583796146997863,1.799613783851008,0.33665468801532217,1.783034857018093,0.34482195361479945,1.7505024567962044,0.4018294675137552,1.5926260354666102,0.38304475662522125,1.637532160275125,0.43155831428124836,1.514515511392184,0.41244691279307566,1.5553862210466596,0.45475334857889577,1.389722785113178,0.385984972236165,1.606840837434085,0.39333551128056266,1.572554809328233,0.39235543940375733,1.5750624489760874,0.42584122837621846,1.5036096318178573,0.708101927513626,0.8060732378518803,0.36050310357066395,1.6678019197343106,0.3412283567656337,1.779872362499181,0.33306109116615634,1.8124070356033162,31.35048299426154,0.2779984114376489,1.990545228324872,0.2549642573589366,1.9611630606405124,0.3347895154884829,1.8947480264592493,0.36814932486100077,1.6965679112079126,0.3935663224308144,1.6726691168958558,0.4062748212867355,1.6211309379959409,0.3951548848765724,1.5935415420577677,0.412231930126928,1.561824232552902,0.4193804606949175,1.5746525171922254,0.40428911835973086,1.5800657127469755,0.5293884034474943,1.3447231447251664,0.3355837967113619,1.6669004665091456,0.36417791900699154,1.627785152012247,0.3880063542967471,1.5660918898957414,0.4455917394757744,1.4329488379695854,0.5897537728355838,1.1374945945525874,0.4352660841938046,1.6354996046440482,0.40190627484495817,1.7313679349005837,0.358220810166799,1.8131378184622293,31.161151822357542
8,0.2747468147688502,1.961517822349122,0.26576282261185924,1.9760041700317672,0.2876510944184584,1.9356732980288232,0.34090166614165457,1.7627771901211993,0.3479255145377328,1.75151604497717,0.3678536426028914,1.701184529254967,0.4178373080887307,1.5476535038401278,0.39839921594250244,1.586590083312926,0.4411956876934996,1.4785302672967222,0.42584122837621846,1.5077371946622717,0.47468147664162036,1.3398647799829921,0.3993792878193078,1.571651026066204,0.4142437112152245,1.534138602939395,0.40035935969611314,1.550470858529984,0.442502450189416,1.4655257733730427,0.7161058478011137,0.7576339909041953,0.3721006207146196,1.624638446286316,0.3546226723487764,1.7415948790376072,0.33828814113034955,1.7784265681677727,30.631121333538804,0.29666401907458395,1.9095428355446498,0.2887212073310582,1.899457434986772,0.37013502779984114,1.8007690108324252,0.4221604447974583,1.6298013365013055,0.41620333598093723,1.6199067279021828,0.4289118347895155,1.553900872458533,0.4559173948050871,1.4581428510599235,0.42454328833590244,1.518909244427518,0.4527402700674354,1.4940873837073327,0.44559173948761016,1.4974901286072917,0.5476568705795113,1.3140915435064966,0.4134233519139036,1.5435260111041444,0.4583002383080241,1.4663270312325172,0.40031771249388587,1.5179036305573745,0.4710087370929309,1.3472561642137002,0.65051628278777,1.0034564195217075,0.4142176330657683,1.5978194833085877,0.4126290707028603,1.7019954682627398,0.37926926133034244,1.7680557491383542,29.700150978385313
9,0.27997386475494973,1.928257157077434,0.28291408036832755,1.9455259033995724,0.3077425677907385,1.8872016537855436,0.3655668082715483,1.7184310716883258,0.36001306766390373,1.7295840520634445,0.3797778503562219,1.6793837132932157,0.42682130020921116,1.5158994455268981,0.42943482525946075,1.5113765173042495,0.46243057822293215,1.4304259961744181,0.43139496894491847,1.4876899948621722,0.47059784384188175,1.3199334657102657,0.42322770336491344,1.525555366279642,0.4253511924207775,1.4937697837104287,0.40918000657275705,1.51689547080302,0.46177719699931435,1.4281618375475988,0.7481215288926479,0.7017681214280551,0.3897419144460011,1.6099101210372662,0.35903299576275804,1.736608304957166,0.35609278017615464,1.764153280471595,29.98798026216065,0.33121525022224174,1.8789298870527527,0.3562351072397944,1.8460468907882714,0.3959491660047657,1.767575489991804,0.4328832406908676,1.6165207081886395,0.4233518665607625,1.6040917003410406,0.4404289118347895,1.5619910734811409,0.47339158066688214,1.439948802907094,0.44400317714837356,1.492005479439939,0.4884829229783974,1.463505997650201,0.4857029388640209,1.4552062352182753,0.5611596504689399,1.2914240201188043,0.4245432883714096,1.5105920283921281,0.443208895949166,1.4635549422007312,0.43725178713264495,1.45325564211375,0.46624305006338546,1.3844699086983872,0.6378077839673559,1.028058293576606,0.4197776012826856,1.599282611306458,0.4142176330539326,1.7204973296431723,0.37013502781167684,1.7751303233732962,29.40931012045305
10,0.29451159753662354,1.889926368603711,0.30806925843175587,1.8937059110848977,0.339268213012023,1.8282174496664716,0.3752041816399869,1.69621393848813,0.36801698792218307,1.686435218186053,0.39660241751548553,1.6394889086767257,0.4521398236065353,1.4557836662901262,0.4385821627016669,1.470160065309474,0.46978111732087857,1.395495179625595,0.45671349233250647,1.4322151434028199,0.48105194384815725,1.2985110974163838,0.4428291408036589,1.4803332154636326,0.4358052923978446,1.4639438956985673,0.4211042143479939,1.4894849596674713,0.46798431888899356,1.4018223812205461,0.7615158444757907,0.6440276601897934,0.3941522378405104,1.56837799933875,0.3680169879124469,1.7053686989479226,0.35821626921254646,1.7420350831928146,29.238588450898224,0.3534551231135822,1.8322531574770418,0.3812549642810185,1.7646948558361972,0.38681493243875725,1.7404202875208532,0.4503574265763341,1.5602479914145586,0.4229547260203373,1.5790177553395035,0.4090548054247834,1.5929277511320954,0.4757744241934906,1.4021681738903449,0.4694201747418586,1.445908471977455,0.48451151708888096,1.430012978193209,0.4948371723590151,1.442150137271078,0.511517077045274,1.3469834204369637,0.4027005560441657,1.523643873720722,0.43129467836346674,1.4552312111267502,0.44797458300238285,1.4253924415639887,0.48649722003955703,1.3384940336865978,0.6111993645868953,1.1548998013014495,0.41739475774424145,1.6011401489672914,0.41342335189023216,1.699859541877098,0.3832406672080232,1.756801488429805,29.14909761381869
11,0.31313296309369565,1.8500212538440957,0.31607317870950746,1.860597945007379,0.35217249265432904,1.766329275202572,0.39382554721166324,1.65043634661114,0.3825547206892526,1.6573056156671893,0.4155504737403493,1.5901090637681843,0.46406403134282764,1.4277571670489544,0.4645540673177408,1.4145003783473078,0.4846455407119272,1.3687009069896998,0.46635086571068124,1.4004646883957996,0.49232277031701904,1.2853713369727797,0.4395622345833403,1.4493453541210142,0.4536099314144412,1.422128576287566,0.4276380267691589,1.4726913632305958,0.48235870630512906,1.364131726653153,0.7812806272070535,0.6213633256463279,0.41212022218856886,1.541549885206774,0.38369813787317947,1.6745013486166789,0.36769029729820396,1.7123847074346659,28.58641019657288,0.38443208897132736,1.8245642275162592,0.38046068308181097,1.7912792545921563,0.4134233519139036,1.6852674987980825,0.4106433677521843,1.5714303647079952,0.4289118347895155,1.5584709973823845,0.44241461479730126,1.4914075387101784,0.4916600477042134,1.3621644914102895,0.4586973789194636,1.4416937443640045,0.47418586179507544,1.4493370736942488,0.4698173153296267,1.4549334870149826,0.5528196982204961,1.2979325997488569,0.44519459888800633,1.4578863770550825,0.44757744246195763,1.4581792603607118,0.45154884829229547,1.4332562614945403,0.47537728355837966,1.3487372184386794,0.6568705321802233,0.9641710595006598,0.42454328833590244,1.576965140671461,0.418189038943449,1.6785615969736298,0.40031771247021447,1.7465147693257563,28.64934320881596
12,0.3178699771511286,1.8360961271788863,0.3222803005651102,1.8327936414642607,0.37242731133616463,1.7387414158500514,0.4070565174876845,1.6332438847707869,0.3954590003364268,1.6294731625697458,0.40983338780124295,1.5774986690962405,0.4694544266190104,1.4063353115185846,0.47500816726559947,1.3798144379303916,0.49411956878784863,1.3365900588752164,0.46798431885978514,1.3982650153740526,0.4995099640737675,1.2607978127509774,0.4578569095164333,1.4186587626152825,0.46341065012407784,1.4043276592704526,0.43988892519758327,1.4459738243408975,0.501143417203399,1.321674163650742,0.8025155178241112,0.5573314364460394,0.41179353152564524,1.532160298647502,0.3848415550668424,1.6425255612196077,0.3691604050963737,1.69890107854602,28.107674804632666,0.3868149325097715,1.7829845874815162,0.40786338366147923,1.7154950406269198,0.4380460683081811,1.6287489057628761,0.4487688642015904,1.5722427093575548,0.4265289913102499,1.5435959541958604,0.45274027010294254,1.4807534694103517,0.5003971405877681,1.340114436374949,0.47855440830786705,1.4200862420277525,0.49285146943201047,1.4214605180113158,0.4960285941459907,1.4051771195186709,0.5500397140587768,1.2972274578166823,0.444003177172045,1.467137098596435,0.4630659253612409,1.429569435933926,0.47577442416981913,1.3922081773862467,0.4523431294678316,1.371965710751304,0.638204924555124,1.1393317190118022,0.41660047658054106,1.5514569479477982,0.4376489277322487,1.658129436805004,0.40031771248205017,1.7312416810190232,28.405295171275604
13,0.33518458020741626,1.793586701592835,0.32897745836641773,1.8142849636482905,0.36916040510610987,1.7057663849933753,0.41457040183920363,1.594960875621772,0.39709245344658606,1.6110481238372962,0.40918000654354864,1.5510885197911455,0.4846455406729827,1.354982568679468,0.47745834694544265,1.3728104182140222,0.5160078405798436,1.3086364879907249,0.4838288141325072,1.3578960830111475,0.5021234890558641,1.2432849384997646,0.46390068606978263,1.3965199582524566,0.46684090167585834,1.3942081186748805,0.4544266579646528,1.4103083882367677,0.4988565828258093,1.3143999931742965,0.8163998693432227,0.5158868822464169,0.4279647174223464,1.5129574357742812,0.3936622019337502,1.631989520696673,0.38794511598490766,1.671315276868123,27.612240597221128,0.38959491661231227,1.7700790602409053,0.40428911837156656,1.7013544563834302,0.4396346306829248,1.577780115594932,0.45313741064336777,1.5135413164937184,0.4340746624305004,1.5302105428587358,0.4463860206986534,1.4961126386598522,0.4912629070217596,1.324770020813673,0.4817315329626688,1.3983572923161853,0.5138999205955539,1.4072463973539988,0.5,1.416193351847866,0.5468625894039751,1.2929904697147792,0.4396346307065962,1.4299033543152693,0.4702144559647376,1.4145208838631749,0.460285941223193,1.365304107226674,0.48768864177918986,1.3033895094400365,0.6667990468625894,1.0380196662603436,0.43606036536934073,1.5288272284628193,0.44122319301032564,1.620735600129113,0.39872915013097787,1.688250801622915,27.87382932879605
14,0.34661875204668446,1.7851529408809759,0.33730806926814844,1.7928652742726083,0.38222803007500966,1.684224542392231,0.4166938908853316,1.5895729235518568,0.39725579876831174,1.602321558822724,0.42747468147664164,1.522338891722571,0.48921920940868996,1.3343836445311479,0.4967330937407368,1.3202246615248776,0.5292388108850733,1.2583328742912414,0.48938255472067954,1.3241534796621004,0.5101274093238796,1.234759008892219,0.47451813132963083,1.3874009895542796,0.48431885008794817,1.3609916033288383,0.45769356419470764,1.3889088139195958,0.506533812489318,1.2936834323955337,0.8302842208039173,0.4806549942248088,0.43384514868317847,1.4849473493857073,0.4095066971577916,1.593983591868573,0.3851682456810854,1.66200008971829,27.15709493301227,0.39753772835583795,1.759903230583791,0.40349483721970186,1.7167664239859184,0.39793486889626317,1.6819010455045935,0.4011119936930934,1.6386917174288542,0.4380460683081811,1.5238492571237638,0.44281175538506934,1.467765881202825,0.4690230342014334,1.3729605320619154,0.4722001588799065,1.4299758781602783,0.49324861003161424,1.3938327154723116,0.49563145353455124,1.3906152501193374,0.5329626687847498,1.327548787163495,0.44003177129436427,1.4598862952519447,0.469023034177762,1.4202639216747996,0.4527402700555997,1.3985457487575965,0.4686258935899939,1.3448393439564845,0.6461477362986497,1.0984814730520944,0.4293089753772836,1.537715715392418,0.42295472597299444,1.638678171456665,0.39714058779174133,1.725239358220998,28.383610665561473
15,0.3510290754704022,1.7632834291349084,0.3551127083042173,1.7513624453458938,0.4060764456060111,1.6290323014977477,0.4317216596078421,1.5401893757558733,0.4204508330708273,1.5556030127005964,0.42502450179679846,1.5005424016053985,0.5027768703038222,1.3141632814183029,0.5119242077557645,1.297091546828978,0.5354459327017315,1.2485029797505725,0.5089839921788973,1.2985756889895963,0.5160078405555032,1.2271621279644833,0.46912773604371194,1.3752147117809157,0.4854622672524027,1.332140519625998,0.46880104540999673,1.373809298067769,0.5248284874321472,1.2553817737885293,0.8431885004705637,0.43241387477150073,0.44527932049323826,1.467303127488526,0.4240444299345973,1.5668645421105716,0.3974191440510929,1.6435244225162728,26.62825428134902,0.4090548054247834,1.7382946435755637,0.43367752186640374,1.644881759161415,0.46703733116790735,1.5376501195339858,0.46822875299039013,1.4992790861296408,0.4495631453534551,1.5047761190969666,0.4702144559647376,1.4331647539725845,0.49761715647339155,1.3178940600492919,0.5015885623747437,1.3701112094713261,0.5003971405877681,1.3956256672160032,0.4805401111993646,1.3898042266192752,0.5484511517550473,1.2955770566053482,0.4332803813023071,1.4456446139560606,0.46822875297855443,1.390798651480883,0.44400317713653786,1.3833210037472325,0.4817315329626688,1.3047726392461914,0.6393963463184282,1.068791455133005,0.4015091342453544,1.5331816215000047,0.43606036536934073,1.5933188560098481,0.40945194600071577,1.7106516474385978,27.61361173034377
