epoch,dense_10_acc,dense_10_loss,dense_12_acc,dense_12_loss,dense_14_acc,dense_14_loss,dense_16_acc,dense_16_loss,dense_18_acc,dense_18_loss,dense_20_acc,dense_20_loss,dense_22_acc,dense_22_loss,dense_24_acc,dense_24_loss,dense_26_acc,dense_26_loss,dense_28_acc,dense_28_loss,dense_2_acc,dense_2_loss,dense_30_acc,dense_30_loss,dense_32_acc,dense_32_loss,dense_34_acc,dense_34_loss,dense_36_acc,dense_36_loss,dense_38_acc,dense_38_loss,dense_43_acc,dense_43_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,dense_8_acc,dense_8_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_12_acc,val_dense_12_loss,val_dense_14_acc,val_dense_14_loss,val_dense_16_acc,val_dense_16_loss,val_dense_18_acc,val_dense_18_loss,val_dense_20_acc,val_dense_20_loss,val_dense_22_acc,val_dense_22_loss,val_dense_24_acc,val_dense_24_loss,val_dense_26_acc,val_dense_26_loss,val_dense_28_acc,val_dense_28_loss,val_dense_2_acc,val_dense_2_loss,val_dense_30_acc,val_dense_30_loss,val_dense_32_acc,val_dense_32_loss,val_dense_34_acc,val_dense_34_loss,val_dense_36_acc,val_dense_36_loss,val_dense_38_acc,val_dense_38_loss,val_dense_43_acc,val_dense_43_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_dense_8_acc,val_dense_8_loss,val_loss
0,0.17085919635080116,2.2782033186884183,0.17837308070232027,2.2481917658883424,0.16840901666365585,2.2770396437141796,0.17624959164645618,2.2406713644767344,0.17004246980058957,2.2605672046196537,0.18507023849389165,2.231846803467634,0.17722966351352537,2.2549081379118716,0.14766416204828564,2.3033907715302986,0.17379941197634913,2.238693632046719,0.18082326039189958,2.223381000342458,0.21218556027442012,2.1397905221993296,0.1883371447434187,2.2087362630427254,0.16775563541569768,2.263296286758353,0.16775563543273592,2.2263137031637426,0.17951649788137902,2.2191214746838495,0.17967984319336855,2.2521978154442586,0.24044429926808383,2.0508041563317576,0.17804639007834117,2.2565662009152896,0.18360013067868364,2.2074681278616337,0.16644887293681956,2.2495669103533333,44.68567222662511,0.2124702144559174,2.1149541479524303,0.24305003972589448,2.092468673222779,0.23232724384432088,2.1279027467686755,0.22716441620333597,2.0582390515173685,0.2402700555996823,2.1370661811661966,0.23113582208101668,2.066113163877613,0.24583002382843527,2.0454242504050186,0.221604447974583,2.130414509413449,0.285544082617078,2.056388612963833,0.24225575853852263,2.061787136591456,0.3236695790428127,1.8055760299903802,0.24702144559173947,2.0459236055257493,0.20174741860985093,2.104039444253026,0.23153296266878476,2.0568046314172843,0.24583002382843527,2.0503980261262584,0.2652899126290707,1.9993006079039752,0.3784749801429706,1.594821527612124,0.19579030976965847,2.0923625101069785,0.23034154090548054,2.0794916605551723,0.23510722795869737,2.086571704025208,40.859423591183514
1,0.21006207122099005,2.1366773654884157,0.1947076118915387,2.141092651850723,0.2126755962128228,2.1381817723909493,0.20761189154114687,2.124012942175505,0.21038876184740318,2.1316465462239416,0.21104214310996558,2.0971290763785193,0.21545246651907912,2.1065848846522783,0.20303822280787362,2.119937092133964,0.24518131330117646,2.043566061834306,0.22770336493289928,2.0785679090104825,0.3021888272001322,1.8016016248081759,0.2226396602441851,2.085444920906558,0.21839268213489094,2.0969388270370324,0.22557987585999692,2.0762419828360708,0.21087879779797603,2.0783398038458487,0.2445279320678225,2.0188186699095523,0.394642273771611,1.5867889728938704,0.2265599477319342,2.0676809874518716,0.2193727540068282,2.102936696087134,0.2094086899754659,2.1022953062577794,41.18674055247165,0.21842732327243844,2.036137201939432,0.22041302621127878,2.042693394720791,0.22716441620333597,2.0319062212897823,0.2482128673668794,1.9849347901590482,0.2601270849880858,1.9867179482772863,0.2454328832406672,1.9700547211505384,0.2621127879269261,1.96224534558909,0.2362986497220016,2.0353686468671293,0.3534551230662394,1.8690770599366748,0.2875297855440826,1.9453609006759,0.3832406672198589,1.6312169755991723,0.27680698969801615,1.977366291027963,0.2541699761834004,2.002964189641527,0.25377283558379665,2.022281097740858,0.28991262908252674,1.9998681980811763,0.3359809372517871,1.8259506877023517,0.5182684670846741,1.344614406584557,0.2962668784986516,1.9324383533976208,0.24106433678705413,1.9892595329390717,0.22954725972994441,2.0167703397506944,38.65850698275638
2,0.22263966026122334,2.091787889244431,0.21953609931638374,2.101109398381066,0.2293368180381905,2.0899833875791343,0.21675922901499547,2.082757526151264,0.23227703366860655,2.0674743061165373,0.22508983994106652,2.0638627411687502,0.23244037896355785,2.053332786550712,0.24632473048266926,2.032044441549656,0.3025155178095071,1.9010387668809015,0.2739300882259407,1.9443882767260756,0.3531525645408705,1.6709738942152221,0.2477948382930092,2.0049162853469027,0.25122508985939385,2.012314992728322,0.277360339760683,1.9516201922800835,0.2345638680364602,2.0232680155459044,0.31068278342358857,1.8428025630828175,0.49411956878784863,1.3259541645271253,0.2548186867061256,1.957877318947115,0.2347272133387136,2.045321873767981,0.23097027115808597,2.048547256074673,39.36191854816525,0.22200158856235108,2.0786937190200527,0.2414614773748222,2.0168638155515275,0.24741858617950754,2.0310966354973075,0.2811755361397935,1.9645619698229813,0.2648927720531383,1.9949417771376534,0.2998411437885642,1.9535837652571528,0.27005559968228754,1.9655715627647563,0.346703733121525,1.903711017111732,0.36378077844289486,1.745533428938262,0.3061953931691819,1.8222963488982535,0.39475774428880434,1.576678685624984,0.26131850670404716,1.9663786660876892,0.2946783161239079,1.8902535377938754,0.3085782366957903,1.855891742717661,0.31215250199753863,1.9546136159192389,0.3907863383874522,1.6666266802665826,0.5079428117553614,1.341391829529672,0.32962668785933374,1.8731035059458496,0.26965845911819086,1.9515655948776778,0.28435266084193805,1.9703736081778578,37.57360874082097
3,0.2306435805487111,2.0681622902266694,0.2214962430772965,2.076410231345699,0.23554393990839748,2.0657139800024047,0.230316889924732,2.045270566845283,0.2438745508198643,2.027906312190096,0.23995426332237907,2.0232395631587026,0.26151584449769705,1.9915915201474388,0.29271479909500236,1.9276441703704166,0.3400849395719707,1.78034172662525,0.3224436458673636,1.802366917213557,0.3962757269061106,1.5718738417421358,0.2940215616006549,1.8917045291830845,0.2972884678404458,1.8820833021112222,0.3144397255798759,1.8310075458924158,0.26706958510290757,1.9638025227499647,0.3569095066971578,1.72091257622802,0.5576608951420459,1.1630074052552077,0.2734400522899721,1.8889701457554824,0.2531852335935323,1.9943344418187035,0.25547206797112204,2.0027910065549683,37.76846572816158,0.2200158856235107,2.009430396168643,0.2362986497220016,2.0118156428181813,0.272835583796664,1.9825347844715437,0.26290706910246225,1.9457397012127307,0.26449563145353455,1.9137964462646897,0.33200953139777784,1.9121654378316817,0.3010325655518684,1.8807693105353733,0.3451151707822884,1.7577075677982297,0.43050039714058774,1.609778335020597,0.4185861795075457,1.6720849375955826,0.4285146942017474,1.517633137033514,0.3526608419498818,1.7827864626838255,0.3562351072516301,1.7318653900344945,0.35702938842716625,1.6727409229286139,0.31334392374900716,1.8578765367685186,0.41183478951548846,1.5397358589270835,0.5734710087607644,1.1180662797546463,0.34630659253375695,1.7985108765559692,0.32406671964241646,1.934672416629443,0.29229547259729943,1.9456534737911937,35.64419734430654
4,0.23521724926981416,2.04885794161504,0.23064358053410688,2.0615882614943297,0.2381574649002302,2.043032899941934,0.24305782425018044,2.0204879214895275,0.26020908200178067,1.9760349324932678,0.25220516171672697,2.0003051850500544,0.2938582162789292,1.9089558251501493,0.32701731461280703,1.8338441908340055,0.36622018949029805,1.69661429001591,0.3580529239005569,1.730065515951875,0.4042796471741261,1.5294937022719186,0.323423717749037,1.8239185999749106,0.32620058806259544,1.7922148398035143,0.3355112708459996,1.7433148239687821,0.29140803659908604,1.8983267731855056,0.3784710878603056,1.6458563572516904,0.6100947402420094,1.0539602072400152,0.295001633462856,1.8314421079938452,0.26690623979335204,1.9602946607321161,0.28030055539353305,1.9611491123393874,36.60815875337857,0.3050039714177134,2.0269601239014277,0.2533756949960286,1.981010168104346,0.28991262907069104,1.9459713680390047,0.28832406674329014,1.9351729607184411,0.3193010325773639,1.8796880739468067,0.32049245435250384,1.8963015878645553,0.3856235107464673,1.7790390920601165,0.3236695790428127,1.7187159274474697,0.439237490083321,1.587985546746076,0.4130262112906284,1.6515157716060271,0.4670373312389216,1.4857202423433162,0.3633836378314554,1.7521881255202107,0.3534551231135822,1.6683453027931257,0.3733121525019857,1.6200785818698389,0.3439237490071485,1.7587480032794338,0.41262907071469607,1.5487852947782013,0.5766481334865803,1.0716322356978516,0.3324066719737102,1.7677415254288387,0.32247815729134416,1.91179729379104,0.3562351072279587,1.8931494458882556,34.928543854365756
5,0.24926494610578318,2.0236450882761825,0.23881084612871611,2.043141622163236,0.25808559295321865,2.000662962777363,0.2410976805063059,1.9973838397857606,0.2789937928781444,1.9427146186083992,0.2691930741685078,1.9565966968947632,0.31460307091133766,1.8607003349994609,0.3400849395719707,1.770875670441768,0.38778177070212655,1.6456884548423416,0.37063051292375193,1.6670918425716088,0.42061417841202525,1.4912453954300045,0.33894152237830777,1.7587058859999294,0.3511924207580514,1.7189459600545192,0.3583796145147998,1.6792104803476018,0.33110094740280954,1.773703489066806,0.39513230968323926,1.5993364684062237,0.6479908526820009,0.9538606186097683,0.29402156162012716,1.8290640081077258,0.2868343678536426,1.9382431443630967,0.29304148972871763,1.9255247428424216,35.623966918666156,0.29666401907458395,1.9884322689486649,0.28673550436854645,1.9686124336160868,0.33876092138983505,1.9259787386045084,0.27799841146132037,1.8902524292137626,0.3272438443208896,1.8161166415884913,0.3474980143207326,1.884213694984521,0.3562351072516301,1.748449028343128,0.36100079429301124,1.6743735593874556,0.45432883240667193,1.5400283915169,0.4305003971524235,1.5781636374445545,0.4706115965051628,1.4482562735120488,0.37172359017458484,1.6908442812178037,0.34114376489277204,1.6876332150081303,0.4054805401111994,1.5566287643858323,0.35305798253764986,1.6330306792278153,0.39316918191406064,1.5436418360429116,0.6187450357426529,1.0364556792617508,0.37013502781167684,1.742911213631664,0.3431294678552838,1.8706371663012515,0.327243844344561,1.9386749156795862,34.21061800774172
6,0.2667428944984007,1.992511461155744,0.2517151257807583,2.0160177605325824,0.2582489382603401,1.9915273113992238,0.25547206795651783,1.9768436286855235,0.3061091146878813,1.872466546731305,0.2853642600506048,1.9119750994632774,0.3296308396046398,1.8020931372101967,0.35494936297275553,1.7163235829648376,0.4028095393686542,1.5923693647418915,0.39464227377647904,1.615480544324873,0.4390721986473717,1.4530756178730961,0.3572361973211369,1.718925928804696,0.36001306762495916,1.6664689436180067,0.38892518785684493,1.6171283382327288,0.35070238486102734,1.7054375468107346,0.41342698466501293,1.5498613954875564,0.6808232603724274,0.8717879674201774,0.3051290427989058,1.7872457373029302,0.2999019928176743,1.8922719464742916,0.3083959490386967,1.8673908962061576,34.66417269627279,0.2998411437648928,1.9444942612606348,0.31334392374900716,1.9292256909765073,0.33836378080206697,1.8792057255130614,0.312549642573471,1.8795856637931987,0.3963463066162052,1.7178663506784355,0.366957903121368,1.7829595589277951,0.41342335189023216,1.672722164745649,0.38959491661231227,1.5954393312228492,0.47378872120730736,1.4893956618047688,0.440826052446229,1.5626825964384556,0.4722001588562351,1.483341381717192,0.372517871350121,1.6739826270566278,0.4102462272117591,1.6009357073081685,0.42970611597688735,1.528341863910957,0.3411437649164435,1.6357505173793,0.4193804606949175,1.4510344204398922,0.6302621127879269,1.0004438051363607,0.3578236695908667,1.7482731027959169,0.38046068309364667,1.860343573915286,0.3657664813343924,1.8362705185358443,33.31897269893582
7,0.2780137210256794,1.9648412027922926,0.2646194054254984,1.9800381802219613,0.27719699444869345,1.956514287797192,0.2768703038271484,1.9466595367371198,0.334204508335479,1.8095820348117133,0.3106827834065503,1.8355692384368414,0.3472721332946426,1.7698999583351187,0.3761842535167923,1.6615866677350601,0.4245344658656979,1.5236442734002678,0.4001960143938597,1.5713521353133713,0.4304148970973215,1.444057611070089,0.3685070238581517,1.6792261618019435,0.3701404769877833,1.6288700560968867,0.4032995753216611,1.5693874430009953,0.36899705978925224,1.6463185649259306,0.4313949689643907,1.4822148809009266,0.6999346618752041,0.8160092162369358,0.3124795818554736,1.7579948138427361,0.3100294021756304,1.865890077304622,0.3302842208477299,1.8250173038222828,33.78111124396986,0.29348689436060366,1.9843425641843873,0.32406671964241646,1.9537750814905992,0.3324066719855459,1.9086351806536093,0.3339952343129468,1.8849664183246229,0.3673550436854647,1.731694038279763,0.4038919777837985,1.6751391451163742,0.3435266084430519,1.7633183119882185,0.3959491660284371,1.6274302321544614,0.460285941223193,1.5131138114345934,0.35861795076640285,1.6642959520303606,0.48729150123876463,1.4254942233596557,0.3546465448768864,1.6593154331726911,0.3566322478393982,1.6664606427464626,0.35385226370135026,1.7330093541914173,0.3995234312946783,1.5529411591832083,0.4301032565528197,1.4940278078470086,0.6286735504605261,1.059570450335741,0.36258935664408354,1.7222610120739228,0.372517871350121,1.830218579652671,0.34471803018268465,1.8413498801215478,33.73756791979098
8,0.2894478928479094,1.9279514035926228,0.2742567788328816,1.9549566381548558,0.2886311663049999,1.938873783274828,0.29777850377641446,1.8978519766052655,0.3500490036130691,1.7736914008320332,0.3284874224158449,1.788530461190768,0.3477621692452155,1.741362116532324,0.3841881738091481,1.6292843283566334,0.43384514865397006,1.4954458981392158,0.41751061745501544,1.543686906250035,0.44495262986925915,1.3948415524038136,0.3817379941244368,1.6467559050205134,0.3951323097221838,1.5875656625407462,0.4153871284283598,1.539909820975684,0.380921267559621,1.6247720111238142,0.4609604704539708,1.433431580424192,0.7241097680886015,0.7489209205876064,0.3288141130349559,1.739018052125125,0.3311009474222818,1.8269390199200775,0.33714472394885675,1.7888950634064997,33.068689282132844,0.34471803018268465,1.862424377982251,0.32962668785933374,1.9038448036427154,0.34233518667974766,1.8523463363018748,0.39396346306592533,1.7607467610084224,0.4344718030182685,1.6040332839070472,0.42176330423336167,1.6615904527017291,0.42811755361397935,1.5892110589575066,0.420174741858618,1.5164666209929136,0.4777601270849881,1.4891935752629286,0.45353455125480724,1.5425974151461346,0.49602859416966216,1.3858535684840465,0.40071485308165394,1.60657658777699,0.43208895949166004,1.5316853217419601,0.426131850675139,1.5199789740529868,0.39674344720397325,1.5222809650862,0.4459888800753782,1.3806806089766352,0.6612390786338364,0.9828118308816428,0.38046068309364667,1.7008437747231924,0.3590150913660066,1.8118713312294863,0.3566322478157268,1.8057991242105758,32.07663330187203
9,0.305782424049298,1.8824220285506001,0.2905913100318362,1.9173232140162535,0.2976151584498207,1.9091373865061514,0.3262005880431232,1.851123740882587,0.362626592626528,1.7434203011738012,0.33730806929735685,1.7709150578375152,0.3694870957203528,1.7091181483856022,0.40918000657275705,1.5735833849715315,0.46390068603083806,1.4317982017662898,0.42241097684391027,1.5219211848644367,0.4496896439096539,1.3889954197215941,0.3902319503527613,1.608985305221904,0.4083632800128093,1.5472609009161684,0.4204508330708273,1.4969510061606126,0.38467820977432515,1.5992772863877829,0.46765762826501445,1.4125960132180768,0.7440378960734371,0.708528034664065,0.3322443645964725,1.7370313786478924,0.33812479581836,1.8201034792651152,0.3524991832831762,1.7701994168217063,32.44630136399517,0.3435266084430519,1.8722040015994035,0.3598093725178713,1.853097510394641,0.3629864972436873,1.8182256690465428,0.3975377283795094,1.7365860995837297,0.42255758538522636,1.656484245685853,0.42573471011104236,1.6229510914247314,0.42414614773629866,1.6119949562479523,0.4277204130498827,1.5049299744029572,0.47696584590945196,1.4512703774749902,0.456314535357348,1.5026407327985272,0.4912629071164453,1.397398417837758,0.4277204130262113,1.5876091006637283,0.43407466247784326,1.5197503271322577,0.42811755361397935,1.4743894312095793,0.4142176330420969,1.5013792682394704,0.4590945195072316,1.3733048046080245,0.6588562351072279,1.0137153669978722,0.3705321683994449,1.6999469543847894,0.3800635425177143,1.8145866541752653,0.3459094519459889,1.823070381088234,31.880996337478553
