epoch,dense_10_acc,dense_10_loss,dense_12_acc,dense_12_loss,dense_14_acc,dense_14_loss,dense_16_acc,dense_16_loss,dense_18_acc,dense_18_loss,dense_2_acc,dense_2_loss,dense_42_acc,dense_42_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,dense_8_acc,dense_8_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_12_acc,val_dense_12_loss,val_dense_14_acc,val_dense_14_loss,val_dense_16_acc,val_dense_16_loss,val_dense_18_acc,val_dense_18_loss,val_dense_2_acc,val_dense_2_loss,val_dense_42_acc,val_dense_42_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_dense_8_acc,val_dense_8_loss,val_loss
0,0.17216595885645367,2.2534729697197258,0.18752041816886678,2.215736736311939,0.1798431885053581,2.233714389318113,0.1863770009825059,2.234737431913449,0.19977131656321465,2.2072648967803983,0.19813786346279144,2.1767976023877456,0.2528585429598171,2.0235372153967277,0.1863770009825059,2.2549355206089214,0.16922574324064182,2.230874415824165,0.15191114015514576,2.26899565002257,22.143959966371046,0.23987291502374994,2.1018615901422844,0.18903891977760126,2.0638039892301188,0.2426528991262907,2.0515396265495003,0.24185861795075456,2.0600411759377284,0.24066719618745036,1.9920704294709197,0.32287529786727653,1.8332198157586967,0.414614773629865,1.5662238175571674,0.2402700555996823,2.0863584902099053,0.2398729150119142,2.093322957101751,0.21525019857029387,2.1038489960980282,19.995232623753992
1,0.21741261026295366,2.107780323274694,0.22116955243627917,2.0707232535411157,0.23276706958753693,2.072897390538826,0.21300228685384012,2.091845582178783,0.26020908201881887,2.0043420083613928,0.3111728193595572,1.7851301879128847,0.3899052597579906,1.5615646830184597,0.23668735707772007,2.0681628328801294,0.2030382228127417,2.1232322609841296,0.19895459000813498,2.136800281988254,20.06458880970658,0.255758538522637,1.9918512432607418,0.2549642573471009,1.9875165137911335,0.2891183478951549,1.9789724065918501,0.25178713264495634,2.018848490582467,0.352263701350278,1.8376828898883604,0.4412231930576685,1.5726663974469572,0.495234312994126,1.421072043105664,0.29348689438427505,1.958610323424184,0.25019857029388404,2.04854843084352,0.23113582208101668,2.062251949613297,18.919355121276226
2,0.23064358053410688,2.0560466220899953,0.25579875858049694,2.005072632399855,0.2626592616986621,1.9795033178933887,0.23668735709232427,2.016410547586408,0.3186867036964721,1.852117261712125,0.3521724926591971,1.6265235205017559,0.46488075792224764,1.3679867092202358,0.26249591636720027,1.9859622130788102,0.22378307742811193,2.0856711046635734,0.21904606338041507,2.0911174417905114,19.107056718992666,0.26806989674344717,1.9607258708444828,0.28792692613185067,1.8405818680717039,0.3220810166917404,1.8631483313580939,0.26250992853836563,1.9554835746362154,0.35861795077823855,1.6599927390729556,0.5127084988085783,1.4550977306672748,0.5333598094198607,1.2527020663567439,0.3101667990942054,1.9329409454435087,0.2756155679347119,1.9939110968395108,0.24583002382843527,2.01420718701327,17.968756188657
3,0.24469127737981203,2.0207434514502767,0.29630839596850855,1.874264173124476,0.3003920287487749,1.8844947746788432,0.25612544919960795,1.9654051230959315,0.36671022541653053,1.6876040729032316,0.39300882064684745,1.525649673289935,0.5352825873702697,1.1753765292434044,0.2881411303592951,1.9200880137271874,0.24452793205078424,2.039336679730295,0.2344005227147345,2.0525112273606627,18.184913849604747,0.2676727561556791,1.9401695894948825,0.3308181096108022,1.7967361793146899,0.35385226370135026,1.7358686972270416,0.2652899126290707,1.9309953563832594,0.3812549642573471,1.5536903993206614,0.5214455917394758,1.4454954952546015,0.5285941223666438,1.2591698716991566,0.35544082605242255,1.9286562549963748,0.3204924543288324,1.968616726002682,0.25019857029388404,1.996040354274965,17.594366950776674
4,0.25694217576198974,1.9857979442355913,0.336327997386475,1.772242238419541,0.3377981052138532,1.7654547665641807,0.2696831100996083,1.9176616711540184,0.38647500818673786,1.6087144460992773,0.4276380267983673,1.457700549368374,0.5800392028748775,1.0770450351052097,0.3075792224763149,1.8673143616613708,0.25383861483175435,2.0150362701830384,0.24763149299562387,2.0197376277235666,17.525203142786136,0.2704527402700556,1.9533701370972505,0.37132644958681676,1.6366398341131172,0.40428911834789516,1.6518518387845247,0.31096108024607017,1.8683332270151856,0.42970611596505165,1.47555032876676,0.5305798252581414,1.390609202449335,0.6096108022713301,1.0788107255889463,0.41104050833995237,1.8008134091676844,0.33915806195393167,1.9132898238275238,0.2811755361397935,1.9928445147559035,16.800210261931962
5,0.27049983665955607,1.9425120444828994,0.3642600457391214,1.6748384413708273,0.37471414570888634,1.682261115855853,0.3121528912120222,1.8410146586531246,0.410813459658576,1.5354857286648282,0.4503430251600461,1.4111180343646623,0.6184253512313653,0.9795766419267701,0.31803332246311816,1.825722719087822,0.2698464554115979,1.977676101698279,0.2522051617313312,1.9971744458841287,16.905094676997606,0.3157267673229584,1.929209083579096,0.443208895949166,1.5563098528349182,0.4646544877123132,1.5816432792483293,0.36020651312931085,1.6976799548287729,0.4015091342808615,1.5020537650992323,0.5552025417471046,1.3360577391858515,0.6298649722475017,1.0178775335466037,0.40190627484495817,1.806947745625418,0.352263701350278,1.8746531271953446,0.3177124702381273,1.9311940745761984,16.271004267776647
6,0.29320483504070716,1.878677144544415,0.39513230968323926,1.611609641144923,0.39333551125135424,1.598228724397736,0.34433191767396276,1.7187969070834608,0.4289447893234921,1.496235755447156,0.46798431885978514,1.3808674685357638,0.6416203855338809,0.9037705983106158,0.32522051621013043,1.8062011820551072,0.2863443319274101,1.9359622698366077,0.2621692257529573,1.9767273741195266,16.344104854393066,0.38085782369325044,1.7616438824946772,0.4590945194835602,1.4986552059697764,0.47339158064321074,1.525895246444381,0.3407466243523468,1.7359597218992977,0.41977760131819275,1.4344133023140069,0.5782366958139812,1.3272850188923033,0.6175536140266915,1.0046182667290624,0.39912629070691025,1.756147356829632,0.37331215252565714,1.7913195293417423,0.28395552025417,1.905790419877759,15.778417687268368
7,0.3358379614505064,1.7921529717010751,0.4162038549590991,1.5443302704905497,0.42110421432852163,1.5361716186092866,0.37569421759542787,1.646566804348741,0.43988892520731937,1.4500523071123939,0.47468147668056493,1.3301581946201317,0.6692257432601141,0.8468464753940113,0.3343678536523366,1.761414477966144,0.30774256779317255,1.8834185381022905,0.27899379289761667,1.9358795653445702,15.763452734911375,0.43208895949166004,1.642663420335559,0.47140587768069897,1.4411199300226663,0.4872915011914218,1.4628194349923713,0.38046068310548237,1.5797432039918362,0.4674344718030183,1.3395120081587193,0.5607625099758575,1.3170585464257112,0.6330420969259748,0.952129006493804,0.4197776012826856,1.7389528506137342,0.3876092136616362,1.785480656540517,0.3745035742652899,1.907138247921696,15.202822195906029
8,0.3650767723063712,1.7256987150569867,0.43270173146517515,1.4987001345851616,0.43972557988072564,1.471664859359851,0.40852662529072237,1.5765708647534489,0.46357399542633126,1.4003470493897392,0.4877491016105202,1.2966189259837866,0.6920940868802337,0.77637748930899,0.3587063051485151,1.7373285545939832,0.3141130349656329,1.8514005216419678,0.3021888272196045,1.8839380827186856,15.254630061077627,0.4646544877359846,1.577156559070772,0.4710087370929309,1.4381512261459617,0.48768864180286126,1.446360166154275,0.42414614773629866,1.5381655628667927,0.4781572676845919,1.3648049394889328,0.5726767275615567,1.2700860079931209,0.6433677522316161,0.9405645895897277,0.41620333598093723,1.7165411359573566,0.3967434471803018,1.7406736724049066,0.37847498016664205,1.8416365945594855,14.90992241420852
9,0.37683763477935467,1.6754565814163747,0.45181313296308395,1.4475645758053401,0.45687683763962794,1.4170613506190024,0.4037896112478936,1.5352242938524288,0.47990852663015393,1.3709140385883534,0.4998366546977466,1.2736850886982043,0.7179026462329988,0.730907129719537,0.3670369160453777,1.7043422180544665,0.3319176739724934,1.813724783579924,0.3312642927342714,1.8251113579266214,14.829590345667453,0.47339158066688214,1.5251161216079858,0.4829229547496444,1.428428558341277,0.4996028594359034,1.4041345518103092,0.45194598888006354,1.5055447741100199,0.46227164418570477,1.3296994001170395,0.5440826052895986,1.288450939111808,0.6437648927957127,0.9728270486541643,0.4038919777601271,1.7004746617638373,0.4233518665607625,1.6946864666874395,0.41699761720381623,1.7402310375186354,14.625041126920838
