epoch,dense_10_acc,dense_10_loss,dense_12_acc,dense_12_loss,dense_14_acc,dense_14_loss,dense_16_acc,dense_16_loss,dense_18_acc,dense_18_loss,dense_20_acc,dense_20_loss,dense_22_acc,dense_22_loss,dense_24_acc,dense_24_loss,dense_26_acc,dense_26_loss,dense_28_acc,dense_28_loss,dense_2_acc,dense_2_loss,dense_30_acc,dense_30_loss,dense_43_acc,dense_43_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,dense_8_acc,dense_8_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_12_acc,val_dense_12_loss,val_dense_14_acc,val_dense_14_loss,val_dense_16_acc,val_dense_16_loss,val_dense_18_acc,val_dense_18_loss,val_dense_20_acc,val_dense_20_loss,val_dense_22_acc,val_dense_22_loss,val_dense_24_acc,val_dense_24_loss,val_dense_26_acc,val_dense_26_loss,val_dense_28_acc,val_dense_28_loss,val_dense_2_acc,val_dense_2_loss,val_dense_30_acc,val_dense_30_loss,val_dense_43_acc,val_dense_43_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_dense_8_acc,val_dense_8_loss,val_loss
0,0.17755635415210866,2.2510021077928415,0.17869977132143128,2.2273344527814403,0.18278340413577415,2.2555454996277873,0.18196667755635412,2.2274438620626205,0.17526951978425503,2.2336771629947885,0.18196667756609028,2.2409686019552257,0.17967984319336855,2.2464300992636073,0.12985952305116127,2.316546698132203,0.1747794838336822,2.2337082567186926,0.19209408690457405,2.216507181004347,0.17951649788137902,2.2180255256965635,0.19323750408850088,2.1939952311972237,0.2128389415418506,2.118964912181818,0.18311009475975323,2.2490379084406706,0.17886311663342083,2.209136012799208,0.17216595884184946,2.232598352689285,35.773818085529335,0.22597299444003177,2.0943546779956774,0.2529785544082605,2.0627027487735883,0.22398729150119143,2.1098112508926814,0.23590150913423352,2.051233742329883,0.23391580619539318,2.1064105403148723,0.24583002382843527,2.0886545501312064,0.26687847498014294,2.024905534468538,0.2561556791104051,2.1477560783019607,0.2533756949960286,2.0492713765742003,0.278395552025417,2.0126825164858553,0.33439237490071483,1.8842000864724302,0.2577442414733131,2.007077666669729,0.36497220015885623,1.7075409847559486,0.2454328832525029,2.0729003327531035,0.23312152503169273,2.069792621565585,0.2347100873709293,2.064889044871493,32.6551790487397
1,0.22394642274740356,2.111494802096746,0.2164325383910164,2.0953539074421395,0.22345638682117108,2.104361520410168,0.21381901339918366,2.099353009912166,0.21969944464541152,2.091986849743414,0.22459980399049367,2.071993092390806,0.2363606664683452,2.064752512373826,0.2061417837502792,2.117778223116232,0.2285200914782428,2.0593745440527025,0.2357072852057828,2.06518750504628,0.31035609279960946,1.79622972334806,0.24126102581342737,2.0115573410503385,0.3619732113737018,1.6411167070469175,0.23015354459813825,2.062287507202064,0.21741261027755787,2.0960597163982073,0.21839268214949514,2.0939485133375775,32.681858599867475,0.23153296266878476,2.0105935694018084,0.2585385226370135,1.9356267726828504,0.25019857030571974,2.0015689514287414,0.26330420969023033,1.9622201084427837,0.2799841143764893,1.9361166177617832,0.28594122319301035,1.9805781646225544,0.35027799841143764,1.914854387710547,0.3061953931691819,1.9888743810752159,0.3018268467037331,1.964147307363363,0.2942811755361398,1.9270044939209299,0.4344718030301042,1.5496475757162564,0.3268467037449572,1.8629117235482164,0.4912629071164453,1.4213144013198054,0.29229547259729943,1.910445228278211,0.24503574265289912,1.9908050511733608,0.2851469420293099,1.974853021933788,30.428536324959317
2,0.23832081019761553,2.0676862670876006,0.24452793205078424,2.0326577878707144,0.23652401178033475,2.0411974962378436,0.2293368180381905,2.0564343916828514,0.2577589023243715,2.0048096408177263,0.2595557007562565,1.9932424839085825,0.30610911467814517,1.9224401371263282,0.2525318523553102,2.024376624084617,0.26445606011350886,1.9779065866479684,0.2610258085641624,1.9744505183597827,0.364750081672656,1.6152291811201862,0.31166285529552584,1.843602942470163,0.44985298919973715,1.409968924206949,0.27540019601680843,1.9445716836256983,0.2417510617640002,2.032850887369619,0.23619732114175143,2.040725205934581,31.077065160951364,0.2482128673550437,1.9884880710159436,0.2815726767393973,1.9476861680093693,0.2871326449563145,1.9699200013973488,0.30301826849070873,1.972195002273305,0.28991262907069104,1.9258503652546877,0.32168387611580807,1.8741420308591072,0.42096902298681127,1.6746032831685898,0.3455123113582208,1.9220825088128293,0.37569499602859413,1.8926258609823237,0.30659253375694995,1.8977739966228142,0.466640190674825,1.4543568735751393,0.38959491662414797,1.652386636559787,0.5428911834789516,1.2765491428216171,0.3355837967113619,1.8099429777825609,0.32605242258125683,1.960137495074223,0.3165210484629874,1.9518114816015726,29.263464423945443
3,0.25187847109274786,2.0273583050609143,0.24354786018614907,1.9978944214680974,0.2518784710903138,1.9946134913711524,0.26151584450013104,1.9887959661144168,0.30235217251212176,1.8938118701898674,0.313296308395949,1.8492112308497213,0.33044756617432364,1.7940926114860916,0.2891212022312324,1.9161598221300007,0.32734400523191803,1.8199616320496952,0.3183600130870972,1.8199524855699387,0.40836327997386473,1.508956959885501,0.37781770665129194,1.6637180596151915,0.5272786671411988,1.2053760849584438,0.32293368180333226,1.8423332916447945,0.28226069912767143,1.9485678038773135,0.26037242731620425,1.9909335313299752,29.352805830224284,0.2704527402700556,1.9432195429767853,0.2799841143764893,1.9131053484461438,0.29745830023828435,1.90240671939562,0.3602065131056394,1.8244970346652296,0.37728355837966643,1.7116513096026904,0.39992057192978925,1.7012146263486152,0.4523431294678316,1.6183731524692442,0.37132644957498107,1.7166425691321314,0.44241461479730126,1.604271932761758,0.4118347895391599,1.6647233086223163,0.47537728355837966,1.3912439384661184,0.48212867356227257,1.4514857910283507,0.5579825258141382,1.1622345904872189,0.415806195440512,1.7554083912499467,0.3093725179186693,1.918565389937688,0.3022239872915012,1.9389287313835502,27.307209429994664
4,0.25318523360326844,1.9960827348825005,0.24975498203688376,1.974000642129075,0.2566154851404447,1.96644183437406,0.3067624959163672,1.8595457120254826,0.3456386801893514,1.746633980563169,0.3578895785788312,1.732738485175852,0.3567461613949044,1.7181103406330995,0.3275073505390395,1.814581982180481,0.3544593270173146,1.6956853869692714,0.3577262332619736,1.7157141962926865,0.4369487096109798,1.4418832133385684,0.40460633780784133,1.5589508095117848,0.5777523685264961,1.0940109866773797,0.3436785364357407,1.7458821912483233,0.301535445952174,1.873147706275125,0.2803005553764948,1.9510376473650828,27.9723194312987,0.28038125496425736,1.9578077101915767,0.29388403494837173,1.8929115652185853,0.2760127084988086,1.9089088775128766,0.3776806990147773,1.6904795147105756,0.3868149325334429,1.6554524149565208,0.47220015890357797,1.5748707170615224,0.4586973789194636,1.5574527100213849,0.3868149325097715,1.6870069047399132,0.3903891977996841,1.577103446361278,0.41660047661604815,1.6118695987795344,0.5333598094198607,1.337457600119949,0.4523431294678316,1.420494953018034,0.5683081811434508,1.108584896314407,0.4011119936930934,1.7007279429197122,0.374900714853058,1.842853585531827,0.36258935665591924,1.8690133054072748,26.47956012789459
5,0.2673962757366228,1.9695935075635889,0.27425677886939215,1.9402558601046653,0.2682130022965705,1.9379670676044762,0.33877817707605434,1.771410171637462,0.39611238158438494,1.6367226768186458,0.3799411957266283,1.6407726874969941,0.3900686050115633,1.6413950326979374,0.3459653707938582,1.7480983412059372,0.3934988565828161,1.6067960144296576,0.37781770661234737,1.6355011817560754,0.45001633453119894,1.400062242293428,0.4416857236002598,1.4819041696960962,0.6208755308333194,1.011759610064705,0.3657301535543294,1.6927295831713323,0.31983012087553087,1.845280239645152,0.2987585756386156,1.917420467338076,26.963128758193385,0.2692613185067514,1.9572782609271473,0.30460683081810963,1.9042796187215234,0.2799841143764893,1.9285084561188133,0.3995234313183497,1.588712022548824,0.4106433677521843,1.5441648339922225,0.43606036536934073,1.5082732448509708,0.45591739475774423,1.5029883389438874,0.4011119936457506,1.6438022546109177,0.43526608421747603,1.5012400501582999,0.429308975400955,1.5315685778785264,0.5559968229226407,1.3108741417112948,0.42970611596505165,1.4172303093341345,0.6000794281648965,1.0197656121492575,0.4209690230814969,1.587980681605714,0.38602065132239965,1.8222189512017988,0.3212867354570257,1.8903798997354848,25.743663050050863
6,0.27866710227363756,1.9316757698925209,0.2901012741129058,1.8883778937148799,0.27932048350699157,1.9274531544053215,0.36033975828788284,1.6999560247173267,0.40329957530218885,1.5684132762143752,0.4055864096797786,1.5746649626772686,0.4050963737535461,1.5810138240665907,0.36801698792218307,1.67015475122339,0.41555047370627285,1.5427741534333725,0.4178373080887307,1.5646430048355282,0.4743547860273774,1.3464410305023193,0.45442665797438897,1.4340782085301556,0.6478275073505391,0.9306665634415735,0.3948056190982047,1.61269748253746,0.33698137863443317,1.801032157358645,0.3070891865452144,1.8558216009292676,26.013356974918597,0.3494837172359015,1.8696716138538243,0.39396346306592533,1.7766699445351803,0.33717235901509135,1.8635749068877543,0.42573471013471376,1.5527417010215656,0.4698173153414624,1.4918941878628598,0.4686258936136653,1.4916557850962693,0.47736298649722003,1.4672635035253498,0.44956314536529085,1.5340557003702977,0.46505162828824553,1.469942305559578,0.439237490083321,1.4841881410009432,0.580619539364261,1.264749886073036,0.460285941223193,1.3726794907647148,0.6167593328038126,0.9931339968552161,0.4233518665844339,1.5608747472085585,0.4106433677521843,1.7410208775090072,0.3760921366163622,1.7941189852378214,24.81095758518404
7,0.30545573342045085,1.8639100806769964,0.32342371775877315,1.8227065901318549,0.3095393662396618,1.8742624972233466,0.39349885659255224,1.6441018123791833,0.4346618752236539,1.499030173895835,0.4309049330284221,1.5018664047399481,0.43090493303815824,1.5093889012129547,0.3941522378405104,1.6030420371419813,0.4344985299116644,1.470000004386715,0.43237504085580025,1.4851095316963856,0.483502123498792,1.316280208472059,0.4647174126297304,1.3989238542733105,0.6733093760598527,0.8504590772795778,0.40705651748281646,1.54587297254978,0.35821626921254646,1.7444885264654948,0.34629206142270536,1.7834422149832674,24.99493639440328,0.3705321683994449,1.8065707474307848,0.34511517077045273,1.7769813356747979,0.39078633831643794,1.7964320944073278,0.414614773629865,1.5600855444233221,0.4487688642015904,1.464530508796595,0.4761715647339158,1.4074812523422968,0.46187450362160815,1.4869908944683665,0.42454328834773813,1.6054227738459967,0.46664019065115353,1.5044212593172541,0.43248610010309957,1.4799762083671697,0.5730738681966677,1.2774774471121804,0.44956314537712655,1.435692398675005,0.6064336775455141,1.083836822004289,0.4451945989116778,1.5381340690081418,0.3780778396025454,1.7362934734207756,0.3848292294999169,1.7667433988299988,24.80854084569372
8,0.33404116301862136,1.7916628965868822,0.3400849395671026,1.7719184455821733,0.3346945442714476,1.802286160922993,0.403952956550147,1.599338306472489,0.4560601110942844,1.4510873247306746,0.4545900032766424,1.4579632113627148,0.4384188173799412,1.4710293947501496,0.4065664815809243,1.5407144065309841,0.4529565501470108,1.4234970587992426,0.4505063704720357,1.4476107629986612,0.5004900359749131,1.2644613713308395,0.46700424698784787,1.3814517229221024,0.6966677556548856,0.8082124281848657,0.4224109768049657,1.5232664636831896,0.3645867363655345,1.7139311598158085,0.36148317543286507,1.7366676719622534,24.265904561478653,0.3907863383756165,1.731430111847954,0.3371723589677485,1.7109616719322416,0.4050833995234313,1.6980888733700972,0.46544876891152076,1.4711818770816916,0.4805401111993646,1.4300538352124743,0.4988085782366958,1.4113472646148173,0.46505162827640983,1.4201293889258568,0.47855440828419565,1.4687324310693597,0.48808578239062933,1.4114339040138117,0.4614773629864972,1.45053284740145,0.5790309769658459,1.225273449876367,0.49126290709277387,1.3276606318588953,0.6266878474980143,1.0012271954035172,0.44162033362176517,1.5135372765391852,0.427720413038047,1.6770793651189948,0.42057188245822175,1.6897873801310164,23.718622619713745
9,0.350049003603333,1.7374274824928202,0.3587063051485151,1.729843368720323,0.3582162692028103,1.7414655950247793,0.4134269846260684,1.5691787908373998,0.4630839595098349,1.4125553561518762,0.4653707938582163,1.411394332639924,0.4616138517214013,1.4257472276453955,0.4330284221232307,1.4981955146135282,0.47582489380607496,1.3805710774782787,0.4630839595293072,1.3970104278750142,0.5045736687357073,1.260043592945262,0.48252205162685474,1.3433282146341696,0.7107154524859864,0.7734916026550973,0.43596863773904254,1.4978410555856052,0.3763475988628583,1.7022216732071256,0.37079385823574146,1.703226811976964,23.663215362414235,0.38641779189833203,1.7314850687507224,0.4166004765687053,1.6741438498091754,0.42216044484480114,1.6560270346943777,0.45194598888006354,1.4746540595464426,0.4872915011914218,1.441595306748715,0.5071485305798252,1.3691187623571648,0.5007942811755361,1.3900951395155987,0.4801429706234322,1.4766033365198126,0.47299444004360697,1.424457555919341,0.48411437644193434,1.363916126577697,0.5790309770131887,1.2312467371641027,0.5142970611596506,1.2896648387855911,0.6330420969259748,0.9999636913057213,0.43169181891572767,1.5419794613638977,0.4158061953931692,1.6834383731895823,0.4380460683081811,1.6393284476683951,23.466966962321965
