epoch,dense_10_acc,dense_10_loss,dense_12_acc,dense_12_loss,dense_14_acc,dense_14_loss,dense_16_acc,dense_16_loss,dense_18_acc,dense_18_loss,dense_20_acc,dense_20_loss,dense_22_acc,dense_22_loss,dense_24_acc,dense_24_loss,dense_26_acc,dense_26_loss,dense_28_acc,dense_28_loss,dense_2_acc,dense_2_loss,dense_30_acc,dense_30_loss,dense_43_acc,dense_43_loss,dense_4_acc,dense_4_loss,dense_6_acc,dense_6_loss,dense_8_acc,dense_8_loss,loss,val_dense_10_acc,val_dense_10_loss,val_dense_12_acc,val_dense_12_loss,val_dense_14_acc,val_dense_14_loss,val_dense_16_acc,val_dense_16_loss,val_dense_18_acc,val_dense_18_loss,val_dense_20_acc,val_dense_20_loss,val_dense_22_acc,val_dense_22_loss,val_dense_24_acc,val_dense_24_loss,val_dense_26_acc,val_dense_26_loss,val_dense_28_acc,val_dense_28_loss,val_dense_2_acc,val_dense_2_loss,val_dense_30_acc,val_dense_30_loss,val_dense_43_acc,val_dense_43_loss,val_dense_4_acc,val_dense_4_loss,val_dense_6_acc,val_dense_6_loss,val_dense_8_acc,val_dense_8_loss,val_loss
0,0.17739300882551493,2.252987288914643,0.1834367853691281,2.225827753563326,0.17918980727200412,2.2566669861968927,0.18082326038216345,2.226743785745371,0.17461613853629684,2.2351661556415876,0.1813132963473405,2.2310711497459796,0.18278340412116995,2.2452114341072846,0.13753675271466992,2.3161487418894127,0.1755962103936299,2.233626169536831,0.18948056191274132,2.2192345144545396,0.18065991506530585,2.218537235524833,0.19307415879111553,2.19660568650117,0.2179026462329988,2.1052597000956417,0.18311009475975323,2.247689417007506,0.18098660570388914,2.2102543894117543,0.1734727213377658,2.237064867072618,35.760981879098786,0.2307386814932486,2.0858426599676787,0.24741858620317897,2.060444886576476,0.23590150913423352,2.101324763347271,0.23947577442414614,2.0523872591371664,0.22120730738681493,2.101538934056204,0.26131850675139,2.053450183133647,0.27124702145742746,2.0152713824492583,0.25377283558379665,2.1251565110976967,0.2648927720413026,2.054814999779602,0.29507545671167595,2.026592390039215,0.33558379666401905,1.9009593462925094,0.2541699761952362,2.0064281193958187,0.359809372529707,1.6914608451087292,0.26846703734305094,2.077447038685357,0.24980142970611596,2.0756145419347276,0.23272438443208895,2.077340665177943,32.60706573256053
1,0.22035282589336969,2.1158296442701707,0.2229663508681642,2.09327573505191,0.2257432211744205,2.104949553314279,0.21104214309536137,2.0980368923105006,0.21659588370300592,2.100332910077551,0.22982685397415914,2.064018512621147,0.23832081021221974,2.0653253204485282,0.21675922901499547,2.109178176661482,0.23374714146190825,2.0561725255205365,0.2378307742616469,2.0698284092622425,0.30316889907206945,1.8006358051642761,0.2442012414438434,2.0119712550591036,0.36475008167752404,1.639510510755263,0.2344005227074324,2.0544943405264773,0.2221496243106505,2.0957303260985793,0.2200261352693906,2.094345046974638,32.672635475664656,0.22954725972994441,2.0063419692378086,0.26131850675139,1.9455500893217879,0.2466243050039714,1.994815838725156,0.2640984908776022,1.9609253042931591,0.272835583796664,1.986045259062121,0.3018268467037331,1.9651519869697578,0.3502779984351091,1.9156295207874277,0.3129467831612391,1.9650340256376622,0.29586973788721205,1.9445107221792766,0.2930897537728356,1.9264399266792158,0.4086576648370153,1.5546450388630388,0.3284352660960295,1.8427106654293675,0.4598888006827678,1.3931916913312044,0.3089753772953941,1.881889946030851,0.2482128673550437,2.00103573973355,0.28157267672756153,1.9768016209575845,30.35767205126992
2,0.238157464885626,2.075587720818007,0.24322116955730191,2.030019600770708,0.24011760862950055,2.0423671972591944,0.22754001961117357,2.054422443811117,0.23734073832324423,2.047508170502671,0.26935641947562927,1.9862589542478644,0.3020254818784065,1.9321876913844585,0.25759555702698617,2.0027876968907203,0.2580855929483506,1.9813265411030503,0.2646194054254984,1.9793953929840058,0.36229990200254897,1.6103964747653525,0.3072525318572039,1.856073794431914,0.4581836001696208,1.3944238818420067,0.28977458346945445,1.928603142237048,0.23962757270813612,2.03121302923086,0.2314603070940546,2.0413802549442566,31.088888132817523,0.24424146147736298,1.9943682160805483,0.2756155679228762,1.9526691683897242,0.31572676727561555,1.949437060178131,0.2764098490392338,1.9460298622099532,0.2930897537728356,1.978937679477113,0.34590945196966033,1.8550348906785936,0.38006354244670004,1.686628393657251,0.3737092931134252,1.9144631447159552,0.3252581413820492,1.92680007242986,0.3038125496425735,1.9100356656847917,0.4606830817636182,1.4709481312889632,0.34551231138189226,1.6735718149907821,0.5484511517077045,1.2763030006357183,0.3395552025890426,1.7932490493874402,0.30301826849070873,1.9486539924400397,0.3177124702262916,1.9457918648875072,29.31589734393325
3,0.24632473048510328,2.0372685784804436,0.24681476643567613,1.9988324257409171,0.2566154851404447,1.9834270960986322,0.24942829141777273,1.9929688948114415,0.27344005227049983,1.9485044837660044,0.3214635740002944,1.820411602915677,0.3338778177261041,1.7931802609277605,0.30757922249578723,1.870091950492273,0.3070891865598186,1.8658234274726178,0.3038222803102915,1.8649168957763542,0.398562561254492,1.51793605297541,0.36556680823260373,1.6737649007701905,0.5380594577325087,1.1957526094031,0.3247304802741618,1.8313597009992801,0.2767069585151588,1.9649277438294923,0.2549820320351534,1.9928637294744362,29.443158226673685,0.2692613185067514,1.9483716018243475,0.28673550436854645,1.9168907100004844,0.3339952343129468,1.8871212675989952,0.3208895949402719,1.8425628671199201,0.37768069896743445,1.783985746957841,0.3895949166478194,1.6744682147826724,0.4344718030182685,1.6375853062812253,0.4130262112787927,1.6620579244978755,0.4158061954168406,1.6906931523390476,0.41898332011898515,1.6900605164036284,0.46624305003971406,1.4161524885556733,0.45631453536918376,1.4749145429223374,0.57466243054774,1.1456670929885648,0.38999205721191604,1.734803601424783,0.31652104847482315,1.959811542221627,0.30937251788316217,1.920649634551396,27.475122109398754
4,0.2536752695392371,2.0082443623478916,0.2569421757644238,1.973011425568831,0.27785037571368987,1.9366000876322325,0.27899379289761667,1.9007905750093956,0.32701731461280703,1.8023851242613769,0.3649134269846455,1.7074648276219684,0.3680169879124469,1.7033246112235891,0.3395949036067937,1.7734442726532176,0.3443319176788308,1.7407176984131472,0.34188173801359184,1.7305759318861764,0.4297615158444953,1.456453913569022,0.39415223785024656,1.5709932000369895,0.586082979437963,1.0836007531582628,0.3386148317640648,1.7621613101451392,0.29483828816060265,1.9031347968694394,0.27719699446573165,1.946073277601811,28.086920904279808,0.26806989674344717,1.9926650743810217,0.3193010325773639,1.9301444380126178,0.34948371718855864,1.8593172027157638,0.37251787127910674,1.7648716235179764,0.3741064337011933,1.6661610396917705,0.45234312951517447,1.5661679062225973,0.44996028594122317,1.5528253259120999,0.4050833995471027,1.6550692075580904,0.372517871350121,1.6340614926540444,0.3995234313420212,1.5994779566529254,0.523828435313427,1.371522932143984,0.4356632248289155,1.4536423917040169,0.5949166004765687,1.0596127701750153,0.38204924548022606,1.6876831362889435,0.39714058779174133,1.8228326841798257,0.3558379666520263,1.8813042941786544,26.584010826395655
5,0.26020908200908277,1.9805001819963277,0.26951976479248685,1.9430241003335593,0.2935315256549501,1.89431083560652,0.32897745838589,1.7871416037240786,0.3768376347988269,1.6735398143929074,0.38565828160731785,1.6259907685008481,0.3910486768835006,1.631036011699912,0.359359686377001,1.71739265794888,0.37814439725579874,1.6551951202291635,0.3748774910549524,1.6487494662710749,0.43433518458020254,1.435348292691612,0.4255145377717116,1.5053587184548962,0.6172819339695494,1.00725627000018,0.3552760535869985,1.70267706277985,0.30627245998039854,1.8671899662030285,0.2917347271938567,1.9143931309174416,27.07469407548627,0.2760127084988086,1.9718691280098355,0.31493248611191516,1.9231775044637411,0.3665607625572714,1.8641420638779025,0.40389197780746994,1.611953789417094,0.4257347100873709,1.5577929078633108,0.4642573471008737,1.4779121666507555,0.47577442416981913,1.514727963541499,0.4352660841938046,1.6265218183102355,0.42811755361397935,1.540856240854271,0.40667196187450355,1.5526331341200352,0.5309769658932523,1.3501651241156296,0.47140587768069897,1.3923965300521366,0.5794281176009568,1.0707972976686084,0.4273232724384432,1.5958022718821565,0.3796664019299462,1.8281085458987283,0.3459094519578246,1.882567426342165,25.845974859308875
6,0.28307742569735533,1.9457634722084363,0.2884678209930103,1.901289873752513,0.31885004900846164,1.8475882906572603,0.3567461613949044,1.7061335364419314,0.39251878473035107,1.602168453358934,0.40101274093920325,1.5769775955165302,0.40754655341391705,1.5722406625514014,0.3840248284971586,1.637708518365675,0.40231950343511963,1.586131293023579,0.3977458346994123,1.589868214892936,0.45393662203842033,1.390419973886235,0.45508003922234713,1.4404973671818746,0.6453773277096404,0.9379126496737161,0.38043123163338854,1.6439968371305618,0.3175432865125453,1.8260181922999834,0.31068278340898436,1.8574922521766282,26.145826154657144,0.2819698173153296,1.8926868546662394,0.3574265289912629,1.8150055553346895,0.40746624307371115,1.7561240968863296,0.4328832406908676,1.5549458750095322,0.4698173153414624,1.5161778728009407,0.4745830023828435,1.4775529968255658,0.4908657664813344,1.4473068039032844,0.48411437651294864,1.510937345700192,0.4710087371047666,1.487050071512545,0.4070691024622716,1.5381017799316843,0.5663224782046106,1.3098086232676025,0.46306592538491237,1.385647604681368,0.6457505957582245,0.9634005797699958,0.4273232724502789,1.5762790282914523,0.4181890389197776,1.7646933195608017,0.38482922954725973,1.7970702374047756,24.87560110417882
7,0.29336818035269674,1.900664172504354,0.3193400849492984,1.8227045749457433,0.346455406739563,1.7639161402865275,0.3868016988009808,1.6535620939416147,0.4318850049198316,1.5346339203804313,0.41996079712999057,1.5182331156317839,0.4371120548840248,1.4961444352117874,0.40836327999333705,1.5694531767791255,0.4325383861580537,1.5056860858573902,0.4219209408884693,1.5149112709282817,0.47223129697151334,1.349911741982952,0.45409996735040986,1.4178194815876515,0.6690623979481246,0.8687166741220673,0.3948056190982047,1.5789474931584195,0.33224436459160445,1.781860078561154,0.3283240771184595,1.8023196755574054,25.161592238637134,0.34511517077045273,1.9041279749419597,0.3840349483717236,1.776734459201337,0.408260524178233,1.6767167294186387,0.4015091342808615,1.5759555202708346,0.45552025416997616,1.4903175591286257,0.4964257347100874,1.407871305137707,0.43884034948371725,1.5502787187423281,0.45591739475774423,1.5629642114836229,0.4038919777601271,1.5829338770806554,0.43248610010309957,1.4791350908654375,0.5540111199364575,1.2987403792104995,0.4412231930576685,1.428851845010677,0.6072279586973789,1.0748959353994956,0.4197776012945213,1.5646162806189752,0.37688641779189835,1.7763630557950287,0.37410643367752183,1.7641312497489692,24.996125178075765
8,0.3170532505911809,1.8268096127256153,0.35462267233173816,1.7550908715379896,0.37504083634746965,1.7033080704965375,0.40231950344972384,1.5940078817836134,0.447892845485071,1.466849599660358,0.4521398236065353,1.4621005274820311,0.44691277362286985,1.4546939409156907,0.4271479908721348,1.5078051046622574,0.43890885331590984,1.4727968770434987,0.43188500490035936,1.4669758080657267,0.4921594250245018,1.2960139867411218,0.47337471418464855,1.3886352177345453,0.690297288467821,0.8024480053312207,0.3987259065689156,1.5539646891743792,0.3451486442339105,1.7521298419646445,0.3480888598497223,1.753634613505067,24.33812029569689,0.3780778395552025,1.782402973974196,0.4241461476889558,1.6611772309796407,0.4503574264816484,1.5845228327561032,0.4491660047656871,1.4826620511349655,0.48649722001588563,1.416792322000499,0.5047656870532169,1.3812400808970637,0.4777601270849881,1.404468581352658,0.4817315329626688,1.4401657199745996,0.4853057982644171,1.4307575027936976,0.439237490083321,1.4708520368132163,0.5480540111672793,1.2887766915029528,0.5,1.335047632574183,0.6338363781251825,0.9858793352802326,0.43764892772041303,1.5310446818235661,0.4177918983320095,1.7348691740615487,0.409054805401112,1.7029238539711646,23.713843550920675
9,0.33714472394642275,1.7668114535678487,0.37324403790584854,1.7078862696915271,0.3868016987912447,1.6541016190630748,0.4153871284283598,1.5564552790119304,0.4509964064420808,1.4419347493720966,0.44772950017308144,1.4376706134178638,0.46275726884691126,1.400792136841917,0.43776543617092756,1.4761246415144165,0.46978111724298943,1.4109745900718966,0.4493629532637685,1.4330683374124507,0.4946096047140811,1.2899603962469863,0.47811172820313697,1.3456493857949827,0.7049983665274078,0.7779002516770511,0.4273113362035966,1.5170390812722112,0.3591963410650114,1.735561362359696,0.35739954267207097,1.7180128612381225,23.74975843532379,0.3796664019181105,1.7653067816430563,0.43129467826878104,1.6500957138108487,0.4467831611917358,1.5532637861060945,0.46068308181096107,1.4546303776543323,0.4674344718030183,1.4388463673277256,0.5182684670373312,1.371389029327132,0.48093725181080405,1.410450387607026,0.48014297063526795,1.4331600985136934,0.47378872120730736,1.428813552553451,0.4924543288324067,1.3920129672036083,0.5683081810487651,1.2287212354711732,0.48808578239062933,1.3035709579564732,0.628276409872758,0.9561648373865627,0.4436060365606055,1.5597776799470873,0.43486894361787226,1.6883217433173094,0.42732327246211466,1.6597029524629698,23.373593508392407
