epoch,acc,loss,val_acc,val_loss
0,0.23048023525619382,2.1488074568586777,0.42096902303415407,1.741970814344332
1,0.37651094414077135,1.6496309545530052,0.5031771247021446,1.340932855064477
2,0.4488729173667444,1.4215236184878195,0.5210484511990505,1.276180436158578
3,0.5040836328094748,1.27505263706626,0.5762509928988123,1.1834237214305081
4,0.5318523358574337,1.1854686171196132,0.5254169976644993,1.1984754309614467
5,0.565011434152367,1.121557720129648,0.5790309770131887,1.1324544186342131
6,0.5788957857298952,1.0547346068106225,0.6108022240346344,1.0554747680428485
7,0.5998039856645571,1.016214659735098,0.623907863336295,1.0080937662940825
8,0.6104214309146692,0.9741959918834383,0.608816521095794,1.0558033212723479
9,0.6238157464491312,0.9489180308196795,0.614376489324547,1.0072327092988231
10,0.6414570401634745,0.9243216654008917,0.6151707704053975,1.0266167334945928
11,0.6512577588828472,0.8958608002609694,0.6195393168708462,1.0079688771529458
12,0.6604050963834702,0.8737603161156625,0.6219221604921403,0.9866601835412577
13,0.6708591963605373,0.8357183152809131,0.6231135822554446,1.0021427924477742
14,0.6842535119631523,0.8165812926602418,0.6215250199043723,1.0026657347218966
15,0.6968311009668751,0.7822380823779052,0.6068308180622679,1.0264854276577948
16,0.7071218556027442,0.7734428059622495,0.6048451152181133,1.0170463592737227
17,0.7081019274746815,0.7679486933076978,0.6262907068629033,0.9727503322449537
18,0.7218229336428588,0.7354026676996281,0.6104050834468663,1.0427939832577449
19,0.7291734727408051,0.7159751895322242,0.6096108022713301,1.034722066604968
20,0.7428944789089825,0.6803653807431332,0.6191421763777638,0.9879453986812149
21,0.743057824220972,0.6797159545291526,0.6171564734389234,0.9608755464280191
22,0.7515517804249562,0.6592345558537723,0.6318506751863421,0.9801230414506459
23,0.7504083632799738,0.6443636334047563,0.6278792693086613,0.9600507043734062
24,0.7641293694870958,0.6285989664614259,0.6282764098964294,0.9702534302773221
25,0.7716432538191426,0.6037260866640285,0.6397934869417035,0.9579569350712066
26,0.7811172818950639,0.591128684368565,0.6334392374900715,0.9802078274481821
27,0.7887945115780449,0.5775588108838208,0.6195393169655319,0.9979703387303235
28,0.7914080366088222,0.5616410748314444,0.6393963463539354,0.9660829493126479
29,0.8023521724731771,0.5473255067236165,0.6346306592533757,0.9590414823332507
30,0.7985952302974176,0.5517236872344031,0.619142176330421,1.0074615949103527
31,0.8051290427575272,0.5333540555952577,0.6187450357899957,1.000195009898723
32,0.8097027115516513,0.5208661496658724,0.6330420969023034,0.9649091765130674
33,0.8147664162427996,0.5002166700106125,0.6278792692613185,0.9715572769226206
34,0.8154197974128686,0.4944424521529725,0.6080222398965864,1.0021819538947985
35,0.8208101927474681,0.4966796511082585,0.6262907069339176,1.0088835293878347
36,0.8270173146225431,0.4694370346028834,0.620333598141068,1.0063921117990902
37,0.8258738973996718,0.47534144608190115,0.608816521095794,1.0222331076102942
38,0.8340411629796768,0.4627857279812577,0.6342335187129504,0.9951127764012153
39,0.8325710551717709,0.46581580394703126,0.6000794281175537,1.0420630193116458
40,0.8374714145314572,0.45435819229885704,0.6100079428117554,1.0763801020452481
41,0.8428618098271123,0.4390008510405314,0.6187450357899957,1.0885637974524849
42,0.8451486442144382,0.42597476155179187,0.616759332827484,1.0281795558887308
43,0.84335184584097,0.4255331664722521,0.6207307387288361,1.0539794542173528
44,0.850212348944531,0.40891783134643644,0.6235107228195411,1.0298687939112674
45,0.8497223129890901,0.4156891246493912,0.6147736298649722,1.064887732131269
46,0.8469454426852677,0.41859125005423886,0.6139793487131074,1.0404252207425968
47,0.8588696504020877,0.39396075556302373,0.6191421763777638,1.082743971131452
48,0.8577262332376332,0.38722393165924546,0.6211278792692613,1.0595047979765795
49,0.868507023809471,0.3712933916295521,0.6159650516282764,1.0624748221624456
50,0.8583796144661191,0.39692626811249976,0.6306592534230379,1.030559511247185
51,0.8689970597454396,0.3575517754662236,0.6159650516519478,1.0895345653566317
52,0.8636066644887291,0.37451183117320047,0.6262907069220819,1.0459340938246373
53,0.8660568441296278,0.36328411693765383,0.6310563940108059,1.0691833186353172
54,0.871937275400196,0.36279360591216403,0.6366163622395589,1.074990875604751
55,0.8693237504473078,0.3672923069886622,0.6187450357899957,1.0571026685481226
56,0.8745508003920287,0.35689495984867714,0.6040508340189057,1.1185810632879436
57,0.8735707285395637,0.35429790922723847,0.6231135822081016,1.0539715417185125
58,0.8724273113556369,0.3537915138219237,0.6123907863383637,1.104594188777107
59,0.878797778503757,0.33728107849208405,0.6247021446065167,1.109759385081347
60,0.8812479582030724,0.33645644831680777,0.6092136616362193,1.1350972635983663
61,0.8812479581836001,0.33770248921370827,0.647736298649722,1.1007195108609364
62,0.886148317504342,0.32858540437086,0.6298649722001588,1.152004537670455
63,0.8771643253838615,0.33476417604438313,0.6195393169655319,1.0798541228564322
64,0.8848415550084255,0.319089425482496,0.626290706957589,1.0964562436883842
65,0.8822280300165929,0.32621698712395203,0.6318506751863421,1.1002753346069547
66,0.8877817706437097,0.31877603806611254,0.6254964257820529,1.1221385083092499
67,0.8835347925125092,0.3172723130633028,0.6270849881331252,1.139125682212371
68,0.8979091800065339,0.29667171640933165,0.6044479745830024,1.1437132064492765
69,0.896765762822607,0.302759384999903,0.6346306593007185,1.1133083330735127
70,0.8885984972036575,0.31201235156010976,0.6270849881094538,1.1590981141644114
71,0.8902319503430252,0.31617567639789407,0.6322478157267672,1.1306010724013529
72,0.8941522377918297,0.2993775909046689,0.6409849086576648,1.144787207731091
73,0.888108461287161,0.307159947337901,0.6290706910719656,1.1521498090554267
74,0.8961123815941211,0.3018560423858023,0.6469420174978573,1.0982547521567516
75,0.9013394315193697,0.28537552213014555,0.6338363781251825,1.1227085885308488
76,0.9046063377981052,0.27307267271880425,0.620730738693329,1.1775982116923813
77,0.8917020581314588,0.2946095585930157,0.6258935663343139,1.1527287752454105
78,0.8936622018948056,0.2817668521016768,0.6405877680935682,1.1211632038625674
79,0.8889251878471088,0.3065377665219335,0.6195393169181891,1.1788122757760375
80,0.8995426330874847,0.28349414488744284,0.6147736298649722,1.1746048050044169
81,0.9019928127673279,0.2794636674748648,0.6302621128352698,1.1875370181889833
82,0.9018294674553383,0.2895637514037425,0.6187450357663243,1.1646946596190322
83,0.8992159425024502,0.2828470381845138,0.6159650516519478,1.158439209647743
84,0.9034629205752338,0.27699047862529286,0.6262907069220819,1.2469365453263235
85,0.9008493956418179,0.28649340194644823,0.6187450357663243,1.2385472346088353
86,0.9000326690234534,0.27586107893595313,0.6433677521842732,1.1621942050855627
87,0.9000326690234534,0.27787526323296047,0.6417791898332009,1.1873975848990646
88,0.9077098986869621,0.25810161983117835,0.6191421763422567,1.2324987252770292
89,0.9103234237177393,0.25751459325442555,0.6405877680935682,1.1494025906416232
90,0.9062397909180007,0.2703430202979155,0.6386020651783992,1.1557754625087697
91,0.9068931721854311,0.2575964758459239,0.6449563145590169,1.1192177745607563
92,0.9057497549430874,0.2628943365370281,0.6501191422000019,1.1569196811039075
93,0.9080365893109411,0.25539774887022804,0.6243050039950773,1.2360042801054345
94,0.9031362299901993,0.2679525975628407,0.6088165210602868,1.2128818238699977
95,0.9047696831490393,0.2713647678260786,0.6270849881094538,1.1842993229089085
96,0.9070565174779484,0.2503159593551017,0.6413820492454329,1.1562111692664356
97,0.9168572361778489,0.23832373046253835,0.650913423375538,1.1645296751458651
98,0.9124469127736033,0.24910324667353756,0.6243050039950773,1.216968181808616
99,0.9171839268213002,0.24405392532458067,0.6310563939871345,1.2017489487721014
100,0.9153871283504706,0.2357226657014546,0.6199364575533,1.2206869782721645
101,0.916203854949363,0.2364771502717419,0.6310563940108059,1.202631959663534
102,0.9157138189744498,0.2433777486273215,0.6362192216281194,1.1733901295884912
103,0.9142437112054884,0.2501730899034723,0.6401906274821286,1.2076456317999138
104,0.9178373080303138,0.23061617751286645,0.631056393963463,1.214044309442388
105,0.9175106174452793,0.23188606774746612,0.6326449563145353,1.2591717696383986
106,0.9176739627572689,0.23362700665495592,0.6143764892772041,1.2785696942918447
107,0.9116301861941833,0.25327279796712504,0.6370135028036555,1.2262290127936386
108,0.9196341065206157,0.23854629359031884,0.6326449563382067,1.1995383055319948
109,0.9189807252531852,0.23458658204295596,0.6405877680698967,1.1794305033804264
110,0.9206141783341362,0.23248222981674224,0.6286735504368547,1.254303767833329
111,0.9096700424697811,0.24843650081458726,0.6461477362986497,1.1986868450117782
112,0.9175106174452793,0.24036361674824713,0.6254964257347101,1.1956050743225362
113,0.9207775236850703,0.2321454760646195,0.6397934869180321,1.20653176382835
114,0.9243711205488403,0.22067441554951223,0.6346306592533757,1.2316245094024538
115,0.9137536752695198,0.23896212168877634,0.6239078633836378,1.2492698489424252
116,0.9194707611891538,0.23209647488972304,0.6258935663461496,1.243554797958556
117,0.9229010127409344,0.22715585616443698,0.6143764893008755,1.2652573898032224
118,0.9225743221169552,0.22348023682822982,0.630659253375695,1.1824941253903558
119,0.9189807252531852,0.22831973036990294,0.6306592534230379,1.2033904025640347
120,0.9250245017773262,0.21440910085018303,0.6358220810403513,1.2620008467408852
121,0.9186540346292061,0.24165293911690416,0.6179507545907882,1.2522027611294562
122,0.9245344658608298,0.21699359973089946,0.6449563145826883,1.2779931356276757
123,0.920124142437112,0.2287827275020406,0.6243050039950773,1.3037326739859827
124,0.9281280627245998,0.209001261571149,0.608022239872915,1.3439298369067354
125,0.9217575955570075,0.22257181529347578,0.6100079428354268,1.285510919674509
126,0.9266579549166939,0.21718178841789557,0.637410643415095,1.1943595355481642
127,0.9312316236718735,0.19594737832008216,0.6274821286972219,1.2337289392309023
